"splitid","ValueID","PerfID","ReportNo","ActiveStatus","CreatedDate"
"37075","33407","10","BMT/7213","",""
"37076","33406","10","BMT/7213","",""
"37077","33405","10","BMT/7213","",""
"37078","33404","10","BMT/7213","",""
"37079","33403","10","BMT/7213","",""
"37147","33483","1","BMT/7237","",""
"37148","33482","1","BMT/7237","",""
"37149","33481","1","BMT/7237","",""
"37150","33486","1","BMT/7238","",""
"37151","33485","1","BMT/7238","",""
"37152","33484","1","BMT/7238","",""
"37233","33570","1","BMT/7255","",""
"37234","33569","1","BMT/7255","",""
"37235","33568","1","BMT/7255","",""
"37289","33629","24","BMT/8572","",""
"37290","33628","24","BMT/8572","",""
"37291","33627","24","BMT/8572","",""
"37292","33626","24","BMT/8572","",""
"37293","33625","24","BMT/8572","",""
"37294","33624","24","BMT/8572","",""
"37296","33634","24","BMT/8573","",""
"37297","33633","24","BMT/8573","",""
"37298","33632","24","BMT/8573","",""
"37299","33631","24","BMT/8573","",""
"37300","33630","24","BMT/8573","",""
"37319","33648","24","BMT/8576","",""
"37320","33649","24","BMT/8576","",""
"37321","33650","24","BMT/8576","",""
"37322","33651","24","BMT/8576","",""
"37323","33652","24","BMT/8576","",""
"37324","33653","24","BMT/8576","",""
"37325","33665","24","BMT/8577","",""
"37326","33664","24","BMT/8577","",""
"37327","33663","24","BMT/8577","",""
"37328","33662","24","BMT/8577","",""
"37329","33661","24","BMT/8577","",""
"37330","33660","24","BMT/8577","",""
"37331","33671","24","BMT/8578","",""
"37332","33670","24","BMT/8578","",""
"37333","33669","24","BMT/8578","",""
"37334","33668","24","BMT/8578","",""
"37335","33667","24","BMT/8578","",""
"37336","33666","24","BMT/8578","",""
"37349","33689","24","BMT/8581","",""
"37350","33688","24","BMT/8581","",""
"37351","33687","24","BMT/8581","",""
"37352","33686","24","BMT/8581","",""
"37353","33685","24","BMT/8581","",""
"37354","33684","24","BMT/8581","",""
"37362","33707","4","BMT/7271","",""
"37363","33706","4","BMT/7271","",""
"37364","33705","4","BMT/7271","",""
"37365","33710","4","BMT/7272","",""
"37366","33709","4","BMT/7272","",""
"37367","33708","4","BMT/7272","",""
"37368","33712","19","BMT/7273","",""
"37369","33711","19","BMT/7273","",""
"37370","33714","19","BMT/7274","",""
"37371","33713","19","BMT/7274","",""
"37372","33717","2","BMT/7275","",""
"37373","33716","2","BMT/7275","",""
"37374","33715","2","BMT/7275","",""
"37382","33726","19","BMT/7297","",""
"37383","33725","19","BMT/7297","",""
"37384","33727","36","BMT/7298","",""
"37385","33728","35","BMT/7298","",""
"37386","33733","4","BMT/7300","",""
"37387","33732","4","BMT/7300","",""
"37388","33731","4","BMT/7300","",""
"37389","33736","4","BMT/7301","",""
"37390","33735","4","BMT/7301","",""
"37391","33734","4","BMT/7301","",""
"37394","33741","4","BMT/7303","",""
"35384","31713","24","BMT/6933","",""
"35385","31712","24","BMT/6933","",""
"35386","31711","24","BMT/6933","",""
"35387","31710","24","BMT/6933","",""
"35388","31709","24","BMT/6933","",""
"35389","31708","24","BMT/6933","",""
"35396","31725","24","BMT/6935","",""
"35397","31724","24","BMT/6935","",""
"35398","31723","24","BMT/6935","",""
"35399","31722","24","BMT/6935","",""
"35400","31721","24","BMT/6935","",""
"35401","31720","24","BMT/6935","",""
"35402","31731","24","BMT/6935","",""
"35403","31730","24","BMT/6935","",""
"35404","31729","24","BMT/6935","",""
"35405","31728","24","BMT/6935","",""
"35406","31727","24","BMT/6935","",""
"35407","31726","24","BMT/6935","",""
"35426","31755","24","BMT/6939","",""
"35427","31754","24","BMT/6939","",""
"35428","31753","24","BMT/6939","",""
"35429","31752","24","BMT/6939","",""
"35430","31751","24","BMT/6939","",""
"35431","31750","24","BMT/6939","",""
"35683","32015","1","BMT/8425","",""
"35684","32014","1","BMT/8425","",""
"35685","32013","1","BMT/8425","",""
"35686","32018","2","BMT/8425","",""
"35687","32017","2","BMT/8425","",""
"35688","32016","2","BMT/8425","",""
"35689","32020","3","BMT/8425","",""
"35690","32019","3","BMT/8425","",""
"35713","32044","3","BMT/8428","",""
"35714","32043","3","BMT/8428","",""
"35815","32147","17","BMT/7175","",""
"35816","32146","17","BMT/7175","",""
"35817","32145","17","BMT/7175","",""
"37065","33397","7","BMT/7212","",""
"37109","33443","23","BMT/7221","",""
"37110","33442","23","BMT/7221","",""
"37111","33441","23","BMT/7221","",""
"37112","33445","6","BMT/7225","",""
"37113","33444","6","BMT/7225","",""
"37225","33562","1","BMT/7254","",""
"37226","33561","1","BMT/7254","",""
"37227","33560","1","BMT/7254","",""
"37228","33565","2","BMT/7254","",""
"37229","33564","2","BMT/7254","",""
"37230","33563","2","BMT/7254","",""
"37231","33567","3","BMT/7254","",""
"37232","33566","3","BMT/7254","",""
"37375","33720","2","BMT/7276","",""
"37376","33719","2","BMT/7276","",""
"37377","33718","2","BMT/7276","",""
"37378","33722","19","BMT/7295","",""
"37379","33721","19","BMT/7295","",""
"37395","33740","4","BMT/7303","",""
"37396","33739","4","BMT/7303","",""
"37397","33744","4","BMT/7304","",""
"37398","33743","4","BMT/7304","",""
"37399","33742","4","BMT/7304","",""
"37402","33748","19","BMT/7306","",""
"37403","33747","19","BMT/7306","",""
"37404","33754","24","BMT/8585","",""
"37405","33753","24","BMT/8585","",""
"37406","33752","24","BMT/8585","",""
"37407","33751","24","BMT/8585","",""
"37408","33750","24","BMT/8585","",""
"37409","33749","24","BMT/8585","",""
"37410","33760","24","BMT/8586","",""
"37411","33759","24","BMT/8586","",""
"37412","33758","24","BMT/8586","",""
"37413","33757","24","BMT/8586","",""
"37414","33756","24","BMT/8586","",""
"37415","33755","24","BMT/8586","",""
"37428","33774","19","BMT/7307","",""
"37429","33773","19","BMT/7307","",""
"37432","33778","19","BMT/7311","",""
"37433","33777","19","BMT/7311","",""
"37434","33780","19","BMT/7313","",""
"37435","33779","19","BMT/7313","",""
"37438","33784","19","BMT/7316","",""
"37439","33783","19","BMT/7316","",""
"37446","33794","3","BMT/7266","",""
"37447","33793","3","BMT/7266","",""
"37448","33797","2","BMT/7287","",""
"37449","33796","2","BMT/7287","",""
"37450","33795","2","BMT/7287","",""
"37454","33803","2","BMT/7289","",""
"37455","33802","2","BMT/7289","",""
"37456","33801","2","BMT/7289","",""
"37457","33806","2","BMT/7290","",""
"37458","33805","2","BMT/7290","",""
"37459","33804","2","BMT/7290","",""
"37463","33812","4","BMT/7317","",""
"37464","33811","4","BMT/7317","",""
"37465","33810","4","BMT/7317","",""
"37466","33815","4","BMT/7318","",""
"37467","33814","4","BMT/7318","",""
"37468","33813","4","BMT/7318","",""
"37469","33818","4","BMT/7319","",""
"37470","33817","4","BMT/7319","",""
"37471","33816","4","BMT/7319","",""
"37472","33821","4","BMT/7320","",""
"37473","33820","4","BMT/7320","",""
"37474","33819","4","BMT/7320","",""
"37475","33824","4","BMT/7321","",""
"37476","33823","4","BMT/7321","",""
"37477","33822","4","BMT/7321","",""
"37478","33827","4","BMT/7322","",""
"37479","33826","4","BMT/7322","",""
"37480","33825","4","BMT/7322","",""
"37486","33837","4","BMT/7323","",""
"37487","33836","4","BMT/7323","",""
"37488","33835","4","BMT/7323","",""
"37489","33840","4","BMT/7324","",""
"37490","33839","4","BMT/7324","",""
"37491","33838","4","BMT/7324","",""
"37492","33842","19","BMT/7325","",""
"37493","33841","19","BMT/7325","",""
"37494","33844","6","BMT/7340","",""
"37495","33843","6","BMT/7340","",""
"37496","33846","6","BMT/7342","",""
"37497","33845","6","BMT/7342","",""
"37504","33854","19","BMT/7328","",""
"37505","33853","19","BMT/7328","",""
"37508","33857","35","BMT/7344","",""
"37509","33858","36","BMT/7344","",""
"37510","33861","4","BMT/7329","",""
"37511","33860","4","BMT/7329","",""
"37512","33859","4","BMT/7329","",""
"37514","33863","36","BMT/7345","",""
"37529","33879","19","BMT/7332","",""
"37530","33878","19","BMT/7332","",""
"37531","33882","4","BMT/7333","",""
"37532","33881","4","BMT/7333","",""
"37533","33880","4","BMT/7333","",""
"37534","33892","13","BMT/7292","",""
"37535","33891","13","BMT/7292","",""
"37536","33890","13","BMT/7292","",""
"37537","33889","13","BMT/7292","",""
"37538","33888","13","BMT/7292","",""
"37539","33887","13","BMT/7292","",""
"37540","33886","13","BMT/7292","",""
"37541","33885","13","BMT/7292","",""
"37542","33884","13","BMT/7292","",""
"37543","33883","13","BMT/7292","",""
"37544","33902","13","BMT/7293","",""
"37545","33901","13","BMT/7293","",""
"37546","33900","13","BMT/7293","",""
"37547","33899","13","BMT/7293","",""
"37548","33898","13","BMT/7293","",""
"37549","33897","13","BMT/7293","",""
"37550","33896","13","BMT/7293","",""
"37551","33895","13","BMT/7293","",""
"37552","33894","13","BMT/7293","",""
"37553","33893","13","BMT/7293","",""
"37554","33912","13","BMT/7294","",""
"37555","33911","13","BMT/7294","",""
"37556","33910","13","BMT/7294","",""
"37557","33909","13","BMT/7294","",""
"37558","33908","13","BMT/7294","",""
"37559","33907","13","BMT/7294","",""
"37560","33906","13","BMT/7294","",""
"37561","33905","13","BMT/7294","",""
"37562","33904","13","BMT/7294","",""
"37563","33903","13","BMT/7294","",""
"37564","33914","21","BMT/7358","",""
"37565","33913","21","BMT/7358","",""
"37566","33915","22","BMT/7358","",""
"37567","33918","1","BMT/7359","",""
"37568","33917","1","BMT/7359","",""
"37569","33916","1","BMT/7359","",""
"37570","33922","9","BMT/7359","",""
"37571","33921","9","BMT/7359","",""
"35465","31796","40","BMT/6858","",""
"35466","31795","40","BMT/6858","",""
"35467","31799","46","BMT/6920","",""
"35468","31798","46","BMT/6920","",""
"35469","31797","46","BMT/6920","",""
"35504","31836","1","BMT/8404","",""
"35505","31835","1","BMT/8404","",""
"35506","31834","1","BMT/8404","",""
"35507","31839","2","BMT/8404","",""
"35508","31838","2","BMT/8404","",""
"35509","31837","2","BMT/8404","",""
"35510","31841","3","BMT/8404","",""
"35511","31840","3","BMT/8404","",""
"35748","32080","1","BMT/7164","",""
"35749","32079","1","BMT/7164","",""
"35750","32078","1","BMT/7164","",""
"35751","32083","2","BMT/7164","",""
"35752","32082","2","BMT/7164","",""
"35753","32081","2","BMT/7164","",""
"35754","32085","3","BMT/7164","",""
"35755","32084","3","BMT/7164","",""
"35774","32113","13","BMT/7167","",""
"35775","32112","13","BMT/7167","",""
"35776","32111","13","BMT/7167","",""
"35777","32110","13","BMT/7167","",""
"35778","32109","13","BMT/7167","",""
"35779","32108","13","BMT/7167","",""
"35780","32107","13","BMT/7167","",""
"35781","32106","13","BMT/7167","",""
"35782","32105","13","BMT/7167","",""
"35783","32104","13","BMT/7167","",""
"35811","32141","42","BMT/7174","",""
"35812","32142","14","BMT/7175","",""
"35813","32143","35","BMT/6763","",""
"35814","32144","36","BMT/6763","",""
"35866","32200","12","BMT/5015","",""
"35867","32199","12","BMT/5015","",""
"35868","32198","12","BMT/5015","",""
"35869","32202","19","BMT/7177","",""
"35870","32201","19","BMT/7177","",""
"35972","32307","8","BMT/6951","",""
"35973","32306","8","BMT/6951","",""
"35974","32305","8","BMT/6951","",""
"35975","32304","8","BMT/6951","",""
"35985","32317","36","BMT/7184","",""
"36100","32434","7","BMT/7201","",""
"36101","32433","7","BMT/7201","",""
"36102","32432","7","BMT/7201","",""
"36103","32437","1","BMT/7202","",""
"36104","32436","1","BMT/7202","",""
"36105","32435","1","BMT/7202","",""
"36106","32440","2","BMT/7202","",""
"36107","32439","2","BMT/7202","",""
"36108","32438","2","BMT/7202","",""
"36109","32442","3","BMT/7202","",""
"36110","32441","3","BMT/7202","",""
"36114","32447","21","BMT/6980","",""
"36115","32446","21","BMT/6980","",""
"36116","32448","22","BMT/6980","",""
"36117","32451","1","BMT/6981","",""
"36118","32450","1","BMT/6981","",""
"36119","32449","1","BMT/6981","",""
"36120","32454","5","BMT/7204","",""
"36121","32453","5","BMT/7204","",""
"36122","32452","5","BMT/7204","",""
"36136","32468","29","BMT/7206","",""
"37129","33462","14","BMT/7216","",""
"37133","33455","14","BMT/7231","",""
"37244","33581","2","BMT/7259","",""
"37245","33580","2","BMT/7259","",""
"37246","33579","2","BMT/7259","",""
"37572","33920","9","BMT/7359","",""
"37573","33919","9","BMT/7359","",""
"37574","33925","15","BMT/7359","",""
"37575","33924","15","BMT/7359","",""
"37576","33923","15","BMT/7359","",""
"37577","33928","1","BMT/7360","",""
"37578","33927","1","BMT/7360","",""
"37579","33926","1","BMT/7360","",""
"37580","33931","2","BMT/7360","",""
"37581","33930","2","BMT/7360","",""
"37582","33929","2","BMT/7360","",""
"37583","33933","3","BMT/7360","",""
"37584","33932","3","BMT/7360","",""
"37585","33936","1","BMT/7361","",""
"37586","33935","1","BMT/7361","",""
"37587","33934","1","BMT/7361","",""
"37588","33939","2","BMT/7361","",""
"37589","33938","2","BMT/7361","",""
"37590","33937","2","BMT/7361","",""
"37591","33941","3","BMT/7361","",""
"37592","33940","3","BMT/7361","",""
"37593","33951","13","BMT/7362","",""
"37594","33950","13","BMT/7362","",""
"37595","33949","13","BMT/7362","",""
"37596","33948","13","BMT/7362","",""
"37597","33947","13","BMT/7362","",""
"37598","33946","13","BMT/7362","",""
"37599","33945","13","BMT/7362","",""
"37600","33944","13","BMT/7362","",""
"37601","33943","13","BMT/7362","",""
"37602","33942","13","BMT/7362","",""
"37634","33983","36","BMT/7369","",""
"37635","33984","35","BMT/7369","",""
"37636","33989","2","BMT/7371","",""
"37637","33988","2","BMT/7371","",""
"37638","33987","2","BMT/7371","",""
"37639","33992","2","BMT/7372","",""
"37640","33991","2","BMT/7372","",""
"37641","33990","2","BMT/7372","",""
"37642","33993","42","BMT/7373","",""
"37643","33995","6","BMT/7386","",""
"37644","33994","6","BMT/7386","",""
"37648","33999","35","BMT/7392","",""
"37649","34000","36","BMT/7392","",""
"37652","34005","35","BMT/7347","",""
"37654","34008","6","BMT/7348","",""
"37655","34007","6","BMT/7348","",""
"37671","34026","33","BMT/7351","",""
"37679","34034","34","BMT/7412","",""
"37680","34039","32","BMT/7353","",""
"37681","34038","32","BMT/7353","",""
"37682","34037","32","BMT/7353","",""
"37683","34036","32","BMT/7353","",""
"37684","34035","32","BMT/7353","",""
"37685","34042","27","BMT/7414","",""
"37686","34041","27","BMT/7414","",""
"37687","34040","27","BMT/7414","",""
"37688","34043","14","BMT/7415","",""
"37721","34076","35","BMT/7442","",""
"37722","34077","36","BMT/7442","",""
"37723","34078","36","BMT/7442","",""
"37734","34091","33","BMT/7417","",""
"37735","34092","36","BMT/7418","",""
"37736","34093","35","BMT/7418","",""
"37737","34098","2","BMT/7449","",""
"37738","34097","2","BMT/7449","",""
"37739","34096","2","BMT/7449","",""
"37740","34101","2","BMT/7450","",""
"37741","34100","2","BMT/7450","",""
"37742","34099","2","BMT/7450","",""
"37743","34104","1","BMT/7451","",""
"37744","34103","1","BMT/7451","",""
"37745","34102","1","BMT/7451","",""
"37759","34119","19","BMT/7454","",""
"37760","34118","19","BMT/7454","",""
"37761","34122","5","BMT/7455","",""
"37762","34121","5","BMT/7455","",""
"37763","34120","5","BMT/7455","",""
"37764","34123","35","BMT/7456","",""
"37765","34124","36","BMT/7456","",""
"37766","34127","2","BMT/7457","",""
"37767","34126","2","BMT/7457","",""
"37768","34125","2","BMT/7457","",""
"37772","34133","14","BMT/7463","",""
"37773","34136","17","BMT/7463","",""
"37774","34135","17","BMT/7463","",""
"37775","34134","17","BMT/7463","",""
"37779","34141","6","BMT/7420","",""
"37780","34140","6","BMT/7420","",""
"37781","34144","1","BMT/7428","",""
"37782","34143","1","BMT/7428","",""
"37783","34142","1","BMT/7428","",""
"37784","34147","2","BMT/7428","",""
"37785","34146","2","BMT/7428","",""
"37786","34145","2","BMT/7428","",""
"37787","34149","3","BMT/7428","",""
"37788","34148","3","BMT/7428","",""
"37789","34159","13","BMT/7429","",""
"37790","34158","13","BMT/7429","",""
"37791","34157","13","BMT/7429","",""
"37792","34156","13","BMT/7429","",""
"37793","34155","13","BMT/7429","",""
"37794","34154","13","BMT/7429","",""
"37795","34153","13","BMT/7429","",""
"37796","34152","13","BMT/7429","",""
"35871","32205","12","BMT/5015","",""
"35872","32204","12","BMT/5015","",""
"35873","32203","12","BMT/5015","",""
"35917","32254","24","BMT/8449","",""
"35918","32253","24","BMT/8449","",""
"35919","32252","24","BMT/8449","",""
"35920","32251","24","BMT/8449","",""
"35921","32250","24","BMT/8449","",""
"35922","32249","24","BMT/8449","",""
"35947","32280","19","BMT/7179","",""
"35948","32279","19","BMT/7179","",""
"36034","32368","7","BMT/6962","",""
"36035","32367","7","BMT/6962","",""
"36036","32366","7","BMT/6962","",""
"36037","32371","2","BMT/6963","",""
"36038","32370","2","BMT/6963","",""
"36039","32369","2","BMT/6963","",""
"36040","32374","1","BMT/6964","",""
"36041","32373","1","BMT/6964","",""
"36042","32372","1","BMT/6964","",""
"36043","32377","2","BMT/6964","",""
"36044","32376","2","BMT/6964","",""
"36045","32375","2","BMT/6964","",""
"36046","32379","3","BMT/6964","",""
"36047","32378","3","BMT/6964","",""
"36051","32385","2","BMT/6965","",""
"36052","32384","2","BMT/6965","",""
"36053","32383","2","BMT/6965","",""
"36093","32426","19","BMT/7198","",""
"36094","32425","19","BMT/7198","",""
"37140","33476","7","BMT/8566","",""
"37141","33475","7","BMT/8566","",""
"37142","33474","7","BMT/8566","",""
"37143","33478","39","BMT/8566","",""
"37144","33477","39","BMT/8566","",""
"37145","33480","40","BMT/8566","",""
"37146","33479","40","BMT/8566","",""
"37247","33584","4","BMT/7260","",""
"37248","33583","4","BMT/7260","",""
"37249","33582","4","BMT/7260","",""
"37250","33587","4","BMT/7261","",""
"37251","33586","4","BMT/7261","",""
"37252","33585","4","BMT/7261","",""
"37259","33599","24","BMT/8567","",""
"37260","33598","24","BMT/8567","",""
"37261","33597","24","BMT/8567","",""
"37262","33596","24","BMT/8567","",""
"37263","33595","24","BMT/8567","",""
"37264","33594","24","BMT/8567","",""
"37301","33641","24","BMT/8574","",""
"37302","33640","24","BMT/8574","",""
"37303","33639","24","BMT/8574","",""
"37304","33638","24","BMT/8574","",""
"37305","33637","24","BMT/8574","",""
"37306","33636","24","BMT/8574","",""
"37307","33647","24","BMT/8575","",""
"37308","33646","24","BMT/8575","",""
"37309","33645","24","BMT/8575","",""
"37310","33644","24","BMT/8575","",""
"37311","33643","24","BMT/8575","",""
"37312","33642","24","BMT/8575","",""
"37337","33677","24","BMT/8579","",""
"37338","33676","24","BMT/8579","",""
"37339","33675","24","BMT/8579","",""
"37340","33674","24","BMT/8579","",""
"37341","33673","24","BMT/8579","",""
"37342","33672","24","BMT/8579","",""
"37343","33683","24","BMT/8580","",""
"37344","33682","24","BMT/8580","",""
"37345","33681","24","BMT/8580","",""
"37346","33680","24","BMT/8580","",""
"37347","33679","24","BMT/8580","",""
"37348","33678","24","BMT/8580","",""
"37416","33766","24","BMT/8587","",""
"37417","33765","24","BMT/8587","",""
"37418","33764","24","BMT/8587","",""
"37419","33763","24","BMT/8587","",""
"37420","33762","24","BMT/8587","",""
"37421","33761","24","BMT/8587","",""
"37422","33772","24","BMT/8588","",""
"37423","33771","24","BMT/8588","",""
"37424","33770","24","BMT/8588","",""
"37425","33769","24","BMT/8588","",""
"37426","33768","24","BMT/8588","",""
"37427","33767","24","BMT/8588","",""
"37481","33829","19","BMT/7337","",""
"37482","33828","19","BMT/7337","",""
"37526","33877","4","BMT/7331","",""
"37527","33876","4","BMT/7331","",""
"37528","33875","4","BMT/7331","",""
"37657","34011","6","BMT/7398","",""
"37658","34010","6","BMT/7398","",""
"37715","34072","1","BMT/7440","",""
"37716","34071","1","BMT/7440","",""
"37717","34070","1","BMT/7440","",""
"37718","34075","7","BMT/7441","",""
"37719","34074","7","BMT/7441","",""
"37720","34073","7","BMT/7441","",""
"37797","34151","13","BMT/7429","",""
"37798","34150","13","BMT/7429","",""
"37799","34162","1","BMT/7430","",""
"37800","34161","1","BMT/7430","",""
"37801","34160","1","BMT/7430","",""
"37802","34165","2","BMT/7430","",""
"37803","34164","2","BMT/7430","",""
"37804","34163","2","BMT/7430","",""
"37805","34167","3","BMT/7430","",""
"37806","34166","3","BMT/7430","",""
"37817","34180","4","BMT/7434","",""
"37818","34179","4","BMT/7434","",""
"37819","34178","4","BMT/7434","",""
"37823","34186","4","BMT/7436","",""
"37824","34185","4","BMT/7436","",""
"37825","34184","4","BMT/7436","",""
"37826","34189","1","BMT/7437","",""
"37827","34188","1","BMT/7437","",""
"37828","34187","1","BMT/7437","",""
"37835","34198","1","BMT/7498","",""
"37836","34197","1","BMT/7498","",""
"37837","34196","1","BMT/7498","",""
"37838","34201","5","BMT/7500","",""
"37839","34200","5","BMT/7500","",""
"37840","34199","5","BMT/7500","",""
"37854","34215","29","BMT/7502","",""
"37865","34226","29","BMT/7504","",""
"37866","34227","36","BMT/7467","",""
"37867","34230","7","BMT/7505","",""
"37868","34229","7","BMT/7505","",""
"37869","34228","7","BMT/7505","",""
"37879","34246","36","BMT/7472","",""
"37885","34252","35","BMT/7474","",""
"37886","34253","36","BMT/7474","",""
"37890","34266","13","BMT/7514","",""
"37891","34265","13","BMT/7514","",""
"37892","34264","13","BMT/7514","",""
"37893","34263","13","BMT/7514","",""
"37894","34262","13","BMT/7514","",""
"37895","34261","13","BMT/7514","",""
"37896","34260","13","BMT/7514","",""
"37897","34259","13","BMT/7514","",""
"37898","34258","13","BMT/7514","",""
"37899","34257","13","BMT/7514","",""
"37907","34277","8","BMT/7518","",""
"37908","34276","8","BMT/7518","",""
"37909","34275","8","BMT/7518","",""
"37910","34274","8","BMT/7518","",""
"37930","34299","1","BMT/7524","",""
"37931","34298","1","BMT/7524","",""
"37932","34297","1","BMT/7524","",""
"37933","34302","2","BMT/7524","",""
"37934","34301","2","BMT/7524","",""
"37935","34300","2","BMT/7524","",""
"37938","34307","7","BMT/7525","",""
"37939","34306","7","BMT/7525","",""
"37940","34305","7","BMT/7525","",""
"37941","34309","39","BMT/7525","",""
"37942","34308","39","BMT/7525","",""
"37943","34311","40","BMT/7525","",""
"37944","34310","40","BMT/7525","",""
"37945","34312","29","BMT/7526","",""
"37946","34315","5","BMT/7527","",""
"37947","34314","5","BMT/7527","",""
"37948","34313","5","BMT/7527","",""
"37949","34319","8","BMT/7529","",""
"37950","34318","8","BMT/7529","",""
"37951","34317","8","BMT/7529","",""
"37952","34316","8","BMT/7529","",""
"37962","34331","46","BMT/7533","",""
"37963","34330","46","BMT/7533","",""
"37964","34329","46","BMT/7533","",""
"37971","34340","2","BMT/7535","",""
"37972","34339","2","BMT/7535","",""
"37973","34338","2","BMT/7535","",""
"37981","34348","29","BMT/7537","",""
"37982","34351","5","BMT/7539","",""
"36113","32445","22","BMT/6979","",""
"37116","33454","32","BMT/7232","",""
"37117","33453","32","BMT/7232","",""
"37118","33452","32","BMT/7232","",""
"37119","33451","32","BMT/7232","",""
"37120","33450","32","BMT/7232","",""
"37167","33503","1","BMT/7242","",""
"37168","33502","1","BMT/7242","",""
"37169","33501","1","BMT/7242","",""
"37222","33559","2","BMT/7253","",""
"37223","33558","2","BMT/7253","",""
"37224","33557","2","BMT/7253","",""
"37256","33591","42","BMT/7263","",""
"37436","33782","19","BMT/7315","",""
"37437","33781","19","BMT/7315","",""
"37451","33800","2","BMT/7288","",""
"37452","33799","2","BMT/7288","",""
"37453","33798","2","BMT/7288","",""
"37513","33862","35","BMT/7345","",""
"37650","34003","36","BMT/7394","",""
"37776","34137","35","BMT/7464","",""
"37777","34138","36","BMT/7464","",""
"37841","34205","8","BMT/7501","",""
"37842","34204","8","BMT/7501","",""
"37843","34203","8","BMT/7501","",""
"37844","34202","8","BMT/7501","",""
"37845","34214","10","BMT/7501","",""
"37846","34213","10","BMT/7501","",""
"37847","34212","10","BMT/7501","",""
"37848","34211","10","BMT/7501","",""
"37849","34210","10","BMT/7501","",""
"37850","34209","10","BMT/7501","",""
"37851","34208","10","BMT/7501","",""
"37852","34207","10","BMT/7501","",""
"37853","34206","10","BMT/7501","",""
"37911","34280","2","BMT/7519","",""
"37912","34279","2","BMT/7519","",""
"37913","34278","2","BMT/7519","",""
"37914","34283","7","BMT/7520","",""
"37915","34282","7","BMT/7520","",""
"37916","34281","7","BMT/7520","",""
"37917","34287","8","BMT/7522","",""
"37918","34286","8","BMT/7522","",""
"37919","34285","8","BMT/7522","",""
"37920","34284","8","BMT/7522","",""
"37921","34296","10","BMT/7522","",""
"37922","34295","10","BMT/7522","",""
"37923","34294","10","BMT/7522","",""
"37924","34293","10","BMT/7522","",""
"37925","34292","10","BMT/7522","",""
"37926","34291","10","BMT/7522","",""
"37927","34290","10","BMT/7522","",""
"37928","34289","10","BMT/7522","",""
"37929","34288","10","BMT/7522","",""
"37936","34304","3","BMT/7524","",""
"37937","34303","3","BMT/7524","",""
"37974","34343","7","BMT/7536","",""
"37975","34342","7","BMT/7536","",""
"37976","34341","7","BMT/7536","",""
"37977","34345","40","BMT/7536","",""
"37978","34344","40","BMT/7536","",""
"37979","34347","39","BMT/7536","",""
"37980","34346","39","BMT/7536","",""
"37983","34350","5","BMT/7539","",""
"37984","34349","5","BMT/7539","",""
"37988","34357","5","BMT/7541","",""
"37989","34356","5","BMT/7541","",""
"37990","34355","5","BMT/7541","",""
"37991","34361","8","BMT/7542","",""
"37992","34360","8","BMT/7542","",""
"37993","34359","8","BMT/7542","",""
"37994","34358","8","BMT/7542","",""
"37995","34370","10","BMT/7542","",""
"37996","34369","10","BMT/7542","",""
"37997","34368","10","BMT/7542","",""
"37998","34367","10","BMT/7542","",""
"37999","34366","10","BMT/7542","",""
"38000","34365","10","BMT/7542","",""
"38001","34364","10","BMT/7542","",""
"38002","34363","10","BMT/7542","",""
"38003","34362","10","BMT/7542","",""
"38006","34375","36","BMT/7477","",""
"38007","34376","35","BMT/7478","",""
"38008","34377","36","BMT/7478","",""
"38011","34382","35","BMT/7481","",""
"38012","34383","36","BMT/7481","",""
"38013","34386","35","BMT/7483","",""
"38014","34387","36","BMT/7483","",""
"38017","34390","35","BMT/7484","",""
"38018","34391","36","BMT/7484","",""
"38019","34394","36","BMT/7486","",""
"38020","34395","36","BMT/7487","",""
"38021","34396","35","BMT/7487","",""
"38022","34397","35","BMT/7488","",""
"38024","34397","35","BMT/7488","",""
"38025","34398","36","BMT/7488","",""
"38026","34403","35","BMT/7490","",""
"38027","34404","36","BMT/7490","",""
"38028","34407","35","BMT/7492","",""
"38029","34408","36","BMT/7492","",""
"38030","34413","1","BMT/7357","",""
"38031","34412","1","BMT/7357","",""
"38032","34411","1","BMT/7357","",""
"38033","34416","2","BMT/7357","",""
"38034","34415","2","BMT/7357","",""
"38035","34414","2","BMT/7357","",""
"38036","34418","3","BMT/7357","",""
"38037","34417","3","BMT/7357","",""
"38038","34421","5","BMT/7356","",""
"38039","34420","5","BMT/7356","",""
"38040","34419","5","BMT/7356","",""
"38041","34424","7","BMT/7549","",""
"38042","34423","7","BMT/7549","",""
"38043","34422","7","BMT/7549","",""
"38044","34427","5","BMT/7550","",""
"38045","34426","5","BMT/7550","",""
"38046","34425","5","BMT/7550","",""
"38047","34430","5","BMT/7551","",""
"38048","34429","5","BMT/7551","",""
"38049","34428","5","BMT/7551","",""
"38057","34440","2","BMT/7281","",""
"38058","34439","2","BMT/7281","",""
"38059","34438","2","BMT/7281","",""
"38060","34443","1","BMT/7440","",""
"38061","34442","1","BMT/7440","",""
"38062","34441","1","BMT/7440","",""
"38063","34445","6","BMT/7557","",""
"38064","34444","6","BMT/7557","",""
"38065","34446","36","BMT/7557","",""
"38073","34454","14","BMT/7559","",""
"38087","34470","41","BMT/7282","",""
"38088","34469","41","BMT/7282","",""
"38089","34468","41","BMT/7282","",""
"38090","34475","59","BMT/7282","",""
"38091","34474","59","BMT/7282","",""
