"splitid","ValueID","PerfID","ReportNo","ActiveStatus","CreatedDate"
"13076","9186","5","BMT/984","",""
"13077","9185","5","BMT/984","",""
"13078","9184","5","BMT/984","",""
"13085","9187","7","BMT/2268","",""
"13086","9188","7","BMT/2268","",""
"13087","9189","7","BMT/2268","",""
"13088","9190","7","BMT/2268","",""
"13089","9191","7","BMT/2268","",""
"13090","9192","7","BMT/2268","",""
"13094","9201","7","BMT/2271","",""
"13095","9200","7","BMT/2271","",""
"13096","9199","7","BMT/2271","",""
"13097","9203","39","BMT/2271","",""
"13098","9202","39","BMT/2271","",""
"13099","9201","39","BMT/2271","",""
"13100","9205","40","BMT/2271","",""
"13101","9204","40","BMT/2271","",""
"13102","9203","40","BMT/2271","",""
"13112","9215","7","BMT/2275","",""
"13113","9214","7","BMT/2275","",""
"13114","9213","7","BMT/2275","",""
"13115","9217","39","BMT/2275","",""
"13116","9216","39","BMT/2275","",""
"13117","9215","39","BMT/2275","",""
"13118","9219","40","BMT/2275","",""
"13119","9218","40","BMT/2275","",""
"13120","9217","40","BMT/2275","",""
"13121","9221","21","BMT/991","",""
"13122","9220","21","BMT/991","",""
"13123","9222","22","BMT/991","",""
"13124","9224","21","BMT/992","",""
"13125","9223","21","BMT/992","",""
"13126","9225","22","BMT/992","",""
"13127","9228","4","BMT/2276","",""
"13128","9227","4","BMT/2276","",""
"13129","9226","4","BMT/2276","",""
"13130","9231","4","BMT/2276","",""
"13131","9230","4","BMT/2276","",""
"13132","9229","4","BMT/2276","",""
"13133","9234","5","BMT/993","",""
"13134","9233","5","BMT/993","",""
"13135","9232","5","BMT/993","",""
"13136","9237","4","BMT/2277","",""
"13137","9236","4","BMT/2277","",""
"13138","9235","4","BMT/2277","",""
"13139","9240","4","BMT/2277","",""
"13140","9239","4","BMT/2277","",""
"13141","9238","4","BMT/2277","",""
"13142","9243","4","BMT/2277","",""
"13143","9242","4","BMT/2277","",""
"13144","9241","4","BMT/2277","",""
"13151","9252","5","BMT/998","",""
"13152","9251","5","BMT/998","",""
"13153","9250","5","BMT/998","",""
"13154","9255","4","BMT/2279","",""
"13155","9254","4","BMT/2279","",""
"13156","9253","4","BMT/2279","",""
"13157","9258","4","BMT/2279","",""
"13158","9257","4","BMT/2279","",""
"13159","9256","4","BMT/2279","",""
"13160","9264","24","BMT/2917","",""
"13161","9263","24","BMT/2917","",""
"13162","9262","24","BMT/2917","",""
"13163","9261","24","BMT/2917","",""
"13164","9260","24","BMT/2917","",""
"13165","9259","24","BMT/2917","",""
"13169","9270","4","BMT/2281","",""
"13170","9269","4","BMT/2281","",""
"13171","9268","4","BMT/2281","",""
"13177","9278","4","BMT/2282","",""
"13178","9277","4","BMT/2282","",""
"13179","9276","4","BMT/2282","",""
"13221","9311","1","BMT/2286","",""
"13222","9310","1","BMT/2286","",""
"13223","9309","1","BMT/2286","",""
"13224","9314","2","BMT/2286","",""
"13225","9313","2","BMT/2286","",""
"13226","9312","2","BMT/2286","",""
"13227","9316","3","BMT/2286","",""
"13228","9315","3","BMT/2286","",""
"13229","9319","1","BMT/2287","",""
"13230","9318","1","BMT/2287","",""
"13231","9317","1","BMT/2287","",""
"13232","9322","2","BMT/2287","",""
"13233","9321","2","BMT/2287","",""
"13234","9320","2","BMT/2287","",""
"13235","9324","3","BMT/2287","",""
"13236","9323","3","BMT/2287","",""
"13237","9327","4","BMT/2927","",""
"13238","9326","4","BMT/2927","",""
"13239","9325","4","BMT/2927","",""
"13240","9330","1","BMT/2288","",""
"13241","9329","1","BMT/2288","",""
"13242","9328","1","BMT/2288","",""
"13243","9333","2","BMT/2288","",""
"13244","9332","2","BMT/2288","",""
"13245","9331","2","BMT/2288","",""
"13246","9336","4","BMT/2928","",""
"13247","9335","4","BMT/2928","",""
"13248","9334","4","BMT/2928","",""
"13249","9338","3","BMT/2288","",""
"13250","9337","3","BMT/2288","",""
"13251","9340","21","BMT/2929","",""
"13252","9339","21","BMT/2929","",""
"13253","9341","22","BMT/2929","",""
"13274","9363","3","BMT/2290","",""
"13275","9362","3","BMT/2290","",""
"13276","9373","13","BMT/3002","",""
"13277","9372","13","BMT/3002","",""
"13278","9371","13","BMT/3002","",""
"13279","9370","13","BMT/3002","",""
"13280","9369","13","BMT/3002","",""
"13281","9368","13","BMT/3002","",""
"13282","9367","13","BMT/3002","",""
"13283","9366","13","BMT/3002","",""
"13284","9365","13","BMT/3002","",""
"13285","9364","13","BMT/3002","",""
"13289","9379","2","BMT/2291","",""
"13290","9378","2","BMT/2291","",""
"13291","9377","2","BMT/2291","",""
"13292","9381","3","BMT/2291","",""
"13293","9380","3","BMT/2291","",""
"13443","9528","3","BMT/2295","",""
"13444","9527","3","BMT/2295","",""
"13454","9540","1","BMT/2297","",""
"13455","9539","1","BMT/2297","",""
"13456","9538","1","BMT/2297","",""
"13457","9543","2","BMT/2297","",""
"13458","9542","2","BMT/2297","",""
"13459","9541","2","BMT/2297","",""
"13460","9545","3","BMT/2297","",""
"13461","9544","3","BMT/2297","",""
"13462","9547","3","BMT/2297","",""
"13463","9546","3","BMT/2297","",""
"13464","9550","1","BMT/2298","",""
"13465","9549","1","BMT/2298","",""
"13466","9548","1","BMT/2298","",""
"13467","9553","2","BMT/2298","",""
"13468","9552","2","BMT/2298","",""
"13469","9551","2","BMT/2298","",""
"13470","9555","3","BMT/2298","",""
"13471","9554","3","BMT/2298","",""
"13472","9558","1","BMT/2299","",""
"13473","9557","1","BMT/2299","",""
"13474","9556","1","BMT/2299","",""
"13475","9561","2","BMT/2299","",""
"13476","9560","2","BMT/2299","",""
"13477","9559","2","BMT/2299","",""
"13478","9563","3","BMT/2299","",""
"13479","9562","3","BMT/2299","",""
"13512","9597","3","BMT/2303","",""
"13513","9596","3","BMT/2303","",""
"13514","9599","3","BMT/2303","",""
"13515","9598","3","BMT/2303","",""
"13516","9601","3","BMT/2303","",""
"13517","9600","3","BMT/2303","",""
"13518","9603","3","BMT/2303","",""
"13519","9602","3","BMT/2303","",""
"13520","9605","3","BMT/2303","",""
"13521","9604","3","BMT/2303","",""
"13522","9607","3","BMT/2303","",""
"13523","9606","3","BMT/2303","",""
"13527","9613","2","BMT/2304","",""
"13528","9612","2","BMT/2304","",""
"13529","9611","2","BMT/2304","",""
"13530","9615","3","BMT/2304","",""
"13531","9614","3","BMT/2304","",""
"13532","9618","1","BMT/2305","",""
"13533","9617","1","BMT/2305","",""
"13534","9616","1","BMT/2305","",""
"13535","9621","2","BMT/2305","",""
"13536","9620","2","BMT/2305","",""
"13537","9619","2","BMT/2305","",""
"13538","9623","3","BMT/2305","",""
"13539","9622","3","BMT/2305","",""
"13540","9626","1","BMT/2306","",""
"13541","9625","1","BMT/2306","",""
"13542","9624","1","BMT/2306","",""
"13172","9273","5","BMT/2918","",""
"13173","9272","5","BMT/2918","",""
"13174","9271","5","BMT/2918","",""
"13317","9393","35","BMT/810","",""
"13318","9394","35","BMT/810","",""
"13319","9394","36","BMT/810","",""
"13320","9403","36","BMT/810","",""
"13324","9410","2","BMT/2294","",""
"13325","9409","2","BMT/2294","",""
"13326","9408","2","BMT/2294","",""
"13327","9412","3","BMT/2294","",""
"13328","9411","3","BMT/2294","",""
"13329","9415","1","BMT/2295","",""
"13330","9414","1","BMT/2295","",""
"13331","9413","1","BMT/2295","",""
"13332","9418","2","BMT/2295","",""
"13333","9417","2","BMT/2295","",""
"13334","9416","2","BMT/2295","",""
"13335","9421","2","BMT/2295","",""
"13336","9420","2","BMT/2295","",""
"13337","9419","2","BMT/2295","",""
"13338","9424","2","BMT/2295","",""
"13339","9423","2","BMT/2295","",""
"13340","9422","2","BMT/2295","",""
"13341","9427","2","BMT/2295","",""
"13342","9426","2","BMT/2295","",""
"13343","9425","2","BMT/2295","",""
"13344","9430","2","BMT/2295","",""
"13345","9429","2","BMT/2295","",""
"13346","9428","2","BMT/2295","",""
"13347","9433","2","BMT/2295","",""
"13348","9432","2","BMT/2295","",""
"13349","9431","2","BMT/2295","",""
"13350","9436","2","BMT/2295","",""
"13351","9435","2","BMT/2295","",""
"13352","9434","2","BMT/2295","",""
"13353","9439","2","BMT/2295","",""
"13354","9438","2","BMT/2295","",""
"13355","9437","2","BMT/2295","",""
"13356","9442","2","BMT/2295","",""
"13357","9441","2","BMT/2295","",""
"13358","9440","2","BMT/2295","",""
"13359","9445","2","BMT/2295","",""
"13360","9444","2","BMT/2295","",""
"13361","9443","2","BMT/2295","",""
"13362","9448","2","BMT/2295","",""
"13363","9447","2","BMT/2295","",""
"13364","9446","2","BMT/2295","",""
"13365","9451","2","BMT/2295","",""
"13366","9450","2","BMT/2295","",""
"13367","9449","2","BMT/2295","",""
"13368","9454","2","BMT/2295","",""
"13369","9453","2","BMT/2295","",""
"13370","9452","2","BMT/2295","",""
"13371","9457","2","BMT/2295","",""
"13372","9456","2","BMT/2295","",""
"13373","9455","2","BMT/2295","",""
"13374","9460","2","BMT/2295","",""
"13375","9459","2","BMT/2295","",""
"13376","9458","2","BMT/2295","",""
"13377","9463","2","BMT/2295","",""
"13378","9462","2","BMT/2295","",""
"13379","9461","2","BMT/2295","",""
"13383","9469","2","BMT/2295","",""
"13384","9468","2","BMT/2295","",""
"13385","9467","2","BMT/2295","",""
"13386","9472","2","BMT/2295","",""
"13387","9471","2","BMT/2295","",""
"13388","9470","2","BMT/2295","",""
"13389","9475","2","BMT/2295","",""
"13390","9474","2","BMT/2295","",""
"13391","9473","2","BMT/2295","",""
"13392","9478","2","BMT/2295","",""
"13393","9477","2","BMT/2295","",""
"13394","9476","2","BMT/2295","",""
"13395","9481","2","BMT/2295","",""
"13396","9480","2","BMT/2295","",""
"13397","9479","2","BMT/2295","",""
"13398","9484","2","BMT/2295","",""
"13399","9483","2","BMT/2295","",""
"13400","9482","2","BMT/2295","",""
"13401","9487","2","BMT/2295","",""
"13402","9486","2","BMT/2295","",""
"13403","9485","2","BMT/2295","",""
"13404","9490","2","BMT/2295","",""
"13405","9489","2","BMT/2295","",""
"13406","9488","2","BMT/2295","",""
"13407","9493","2","BMT/2295","",""
"13408","9492","2","BMT/2295","",""
"13409","9491","2","BMT/2295","",""
"13410","9496","2","BMT/2295","",""
"13411","9495","2","BMT/2295","",""
"13412","9494","2","BMT/2295","",""
"13413","9499","2","BMT/2295","",""
"13414","9498","2","BMT/2295","",""
"13415","9497","2","BMT/2295","",""
"13416","9502","2","BMT/2295","",""
"13417","9501","2","BMT/2295","",""
"13418","9500","2","BMT/2295","",""
"13419","9505","2","BMT/2295","",""
"13420","9504","2","BMT/2295","",""
"13421","9503","2","BMT/2295","",""
"13422","9508","2","BMT/2295","",""
"13423","9507","2","BMT/2295","",""
"13424","9506","2","BMT/2295","",""
"13425","9511","2","BMT/2295","",""
"13426","9510","2","BMT/2295","",""
"13427","9509","2","BMT/2295","",""
"13428","9514","2","BMT/2295","",""
"13429","9513","2","BMT/2295","",""
"13430","9512","2","BMT/2295","",""
"13431","9517","2","BMT/2295","",""
"13432","9516","2","BMT/2295","",""
"13433","9515","2","BMT/2295","",""
"13434","9520","2","BMT/2295","",""
"13435","9519","2","BMT/2295","",""
"13436","9518","2","BMT/2295","",""
"13437","9523","2","BMT/2295","",""
"13438","9522","2","BMT/2295","",""
"13439","9521","2","BMT/2295","",""
"13440","9526","2","BMT/2295","",""
"13441","9525","2","BMT/2295","",""
"13442","9524","2","BMT/2295","",""
"13445","9531","1","BMT/2296","",""
"13446","9530","1","BMT/2296","",""
"13447","9529","1","BMT/2296","",""
"13448","9534","2","BMT/2296","",""
"13449","9533","2","BMT/2296","",""
"13450","9532","2","BMT/2296","",""
"13451","9536","3","BMT/2296","",""
"13452","9535","3","BMT/2296","",""
"13548","9634","1","BMT/2307","",""
"13549","9633","1","BMT/2307","",""
"13550","9632","1","BMT/2307","",""
"13556","9642","1","BMT/2308","",""
"13557","9641","1","BMT/2308","",""
"13558","9640","1","BMT/2308","",""
"13559","9645","2","BMT/2308","",""
"13560","9644","2","BMT/2308","",""
"13561","9643","2","BMT/2308","",""
"13562","9647","3","BMT/2308","",""
"13563","9646","3","BMT/2308","",""
"13576","9662","1","BMT/2309","",""
"13577","9661","1","BMT/2309","",""
"13578","9660","1","BMT/2309","",""
"13579","9665","2","BMT/2309","",""
"13580","9664","2","BMT/2309","",""
"13581","9663","2","BMT/2309","",""
"13582","9667","3","BMT/2309","",""
"13583","9666","3","BMT/2309","",""
"13594","9678","28","BMT/279","",""
"13595","9680","21","BMT/2311","",""
"13596","9679","21","BMT/2311","",""
"13597","9681","22","BMT/2311","",""
"13598","9683","21","BMT/2312","",""
"13599","9682","21","BMT/2312","",""
"13829","9915","5","BMT/294","",""
"13830","9914","5","BMT/294","",""
"13831","9913","5","BMT/294","",""
"13832","9918","5","BMT/350","",""
"13833","9917","5","BMT/350","",""
"13834","9916","5","BMT/350","",""
"13835","9921","5","BMT/353","",""
"13836","9920","5","BMT/353","",""
"13837","9919","5","BMT/353","",""
"13838","9925","8","BMT/2316","",""
"13839","9924","8","BMT/2316","",""
"13840","9923","8","BMT/2316","",""
"13841","9922","8","BMT/2316","",""
"13842","9929","8","BMT/2316","",""
"13843","9928","8","BMT/2316","",""
"13844","9927","8","BMT/2316","",""
"13845","9926","8","BMT/2316","",""
"13846","9932","5","BMT/371","",""
"13847","9931","5","BMT/371","",""
"13848","9930","5","BMT/371","",""
"13849","9935","5","BMT/380","",""
"13850","9934","5","BMT/380","",""
"13851","9933","5","BMT/380","",""
"13852","8998","35","BMT/411","",""
"13060","9170","5","BMT/980","",""
"13061","9169","5","BMT/980","",""
"13062","9168","5","BMT/980","",""
"13103","9208","7","BMT/2274","",""
"13104","9207","7","BMT/2274","",""
"13105","9206","7","BMT/2274","",""
"13564","9650","17","BMT/276","",""
"13565","9649","17","BMT/276","",""
"13566","9648","17","BMT/276","",""
"13567","9651","14","BMT/276","",""
"13696","9783","9","BMT/2314","",""
"13697","9782","9","BMT/2314","",""
"13698","9781","9","BMT/2314","",""
"13699","9780","9","BMT/2314","",""
"13700","9787","9","BMT/2314","",""
"13701","9786","9","BMT/2314","",""
"13702","9785","9","BMT/2314","",""
"13703","9784","9","BMT/2314","",""
"13704","9791","9","BMT/2314","",""
"13705","9790","9","BMT/2314","",""
"13706","9789","9","BMT/2314","",""
"13707","9788","9","BMT/2314","",""
"13708","9795","9","BMT/2314","",""
"13709","9794","9","BMT/2314","",""
"13710","9793","9","BMT/2314","",""
"13711","9792","9","BMT/2314","",""
"13712","9799","9","BMT/2314","",""
"13713","9798","9","BMT/2314","",""
"13714","9797","9","BMT/2314","",""
"13715","9796","9","BMT/2314","",""
"13716","9803","9","BMT/2314","",""
"13717","9802","9","BMT/2314","",""
"13718","9801","9","BMT/2314","",""
"13719","9800","9","BMT/2314","",""
"13720","9807","9","BMT/2314","",""
"13721","9806","9","BMT/2314","",""
"13722","9805","9","BMT/2314","",""
"13723","9804","9","BMT/2314","",""
"13724","9811","9","BMT/2314","",""
"13725","9810","9","BMT/2314","",""
"13726","9809","9","BMT/2314","",""
"13727","9808","9","BMT/2314","",""
"13728","9815","9","BMT/2314","",""
"13729","9814","9","BMT/2314","",""
"13730","9813","9","BMT/2314","",""
"13731","9812","9","BMT/2314","",""
"13732","9819","9","BMT/2314","",""
"13733","9818","9","BMT/2314","",""
"13734","9817","9","BMT/2314","",""
"13735","9816","9","BMT/2314","",""
"13736","9823","9","BMT/2314","",""
"13737","9822","9","BMT/2314","",""
"13738","9821","9","BMT/2314","",""
"13739","9820","9","BMT/2314","",""
"13740","9827","9","BMT/2314","",""
"13741","9826","9","BMT/2314","",""
"13742","9825","9","BMT/2314","",""
"13743","9824","9","BMT/2314","",""
"13744","9831","9","BMT/2314","",""
"13745","9830","9","BMT/2314","",""
"13746","9829","9","BMT/2314","",""
"13747","9828","9","BMT/2314","",""
"13748","9835","9","BMT/2314","",""
"13749","9834","9","BMT/2314","",""
"13750","9833","9","BMT/2314","",""
"13751","9832","9","BMT/2314","",""
"13853","8999","35","BMT/411","",""
"13854","9946","10","BMT/2316","",""
"13855","9945","10","BMT/2316","",""
"13856","9944","10","BMT/2316","",""
"13857","9943","10","BMT/2316","",""
"13858","9942","10","BMT/2316","",""
"13859","9941","10","BMT/2316","",""
"13860","9940","10","BMT/2316","",""
"13861","9939","10","BMT/2316","",""
"13862","9938","10","BMT/2316","",""
"13863","9955","10","BMT/2316","",""
"13864","9954","10","BMT/2316","",""
"13865","9953","10","BMT/2316","",""
"13866","9952","10","BMT/2316","",""
"13867","9951","10","BMT/2316","",""
"13868","9950","10","BMT/2316","",""
"13869","9949","10","BMT/2316","",""
"13870","9948","10","BMT/2316","",""
"13871","9947","10","BMT/2316","",""
"13892","9977","1","BMT/2317","",""
"13893","9976","1","BMT/2317","",""
"13894","9975","1","BMT/2317","",""
"13895","9980","2","BMT/2317","",""
"13896","9979","2","BMT/2317","",""
"13897","9978","2","BMT/2317","",""
"13898","9982","3","BMT/2317","",""
"13899","9981","3","BMT/2317","",""
"13900","9987","5","BMT/454","",""
"13901","9986","5","BMT/454","",""
"13902","9985","5","BMT/454","",""
"13906","9996","1","BMT/2319","",""
"13907","9995","1","BMT/2319","",""
"13908","9994","1","BMT/2319","",""
"13914","10004","5","BMT/456","",""
"13915","10003","5","BMT/456","",""
"13916","10002","5","BMT/456","",""
"13926","10016","2","BMT/2322","",""
"13927","10015","2","BMT/2322","",""
"13928","10014","2","BMT/2322","",""
"13932","10022","5","BMT/467","",""
"13933","10021","5","BMT/467","",""
"13934","10020","5","BMT/467","",""
"13935","10025","5","BMT/468","",""
"13936","10024","5","BMT/468","",""
"13937","10023","5","BMT/468","",""
"13938","10027","25","BMT/2323","",""
"13939","10026","25","BMT/2323","",""
"13940","10030","5","BMT/469","",""
"13941","10029","5","BMT/469","",""
"13942","10028","5","BMT/469","",""
"13949","10039","5","BMT/477","",""
"13950","10038","5","BMT/477","",""
"13951","10037","5","BMT/477","",""
"13952","10042","5","BMT/478","",""
"13953","10041","5","BMT/478","",""
"13954","10040","5","BMT/478","",""
"13961","10049","35","BMT/2325","",""
"13962","10050","36","BMT/2325","",""
"13963","10053","5","BMT/480","",""
"13964","10052","5","BMT/480","",""
"13965","10051","5","BMT/480","",""
"13968","10058","1","BMT/2327","",""
"13969","10057","1","BMT/2327","",""
"13970","10056","1","BMT/2327","",""
"13971","10061","2","BMT/2327","",""
"13972","10060","2","BMT/2327","",""
"13973","10059","2","BMT/2327","",""
"13974","10064","5","BMT/492","",""
"13975","10063","5","BMT/492","",""
"13976","10062","5","BMT/492","",""
"13977","10066","3","BMT/2327","",""
"13978","10065","3","BMT/2327","",""
"13979","10069","5","BMT/493","",""
"13980","10068","5","BMT/493","",""
"13981","10067","5","BMT/493","",""
"13982","10072","1","BMT/2328","",""
"13983","10071","1","BMT/2328","",""
"13984","10070","1","BMT/2328","",""
"13985","10075","2","BMT/2328","",""
"13986","10074","2","BMT/2328","",""
"13987","10073","2","BMT/2328","",""
"13988","10078","5","BMT/494","",""
"13989","10077","5","BMT/494","",""
"13990","10076","5","BMT/494","",""
"13991","10080","3","BMT/2328","",""
"13992","10079","3","BMT/2328","",""
"13993","10083","1","BMT/2329","",""
"13994","10082","1","BMT/2329","",""
"13995","10081","1","BMT/2329","",""
"13996","10086","5","BMT/495","",""
"13997","10085","5","BMT/495","",""
"13998","10084","5","BMT/495","",""
"13999","10089","2","BMT/2329","",""
"14000","10088","2","BMT/2329","",""
"14001","10087","2","BMT/2329","",""
"14002","10091","3","BMT/2329","",""
"14003","10090","3","BMT/2329","",""
"14004","10094","5","BMT/496","",""
"14005","10093","5","BMT/496","",""
"14006","10092","5","BMT/496","",""
"14027","10117","2","BMT/2331","",""
"14028","10116","2","BMT/2331","",""
"14029","10115","2","BMT/2331","",""
"14030","10119","3","BMT/2331","",""
"14031","10118","3","BMT/2331","",""
"14032","10122","1","BMT/2332","",""
"14033","10121","1","BMT/2332","",""
"14034","10120","1","BMT/2332","",""
"14035","10125","2","BMT/2332","",""
"14036","10124","2","BMT/2332","",""
"14037","10123","2","BMT/2332","",""
"14038","10127","3","BMT/2332","",""
"14039","10126","3","BMT/2332","",""
"14071","10160","40","BMT/2334","",""
"13027","9144","13","BMT/962","",""
"13028","9143","13","BMT/962","",""
"13029","9142","13","BMT/962","",""
"13030","9141","13","BMT/962","",""
"13031","9140","13","BMT/962","",""
"13032","9139","13","BMT/962","",""
"13033","9138","13","BMT/962","",""
"13034","9137","13","BMT/962","",""
"13035","9136","13","BMT/962","",""
"13036","9135","13","BMT/962","",""
"13049","9157","35","BMT/965","",""
"13050","9158","36","BMT/965","",""
"13051","9164","24","BMT/969","",""
"13052","9163","24","BMT/969","",""
"13053","9162","24","BMT/969","",""
"13054","9161","24","BMT/969","",""
"13055","9160","24","BMT/969","",""
"13056","9159","24","BMT/969","",""
"13786","9873","9","BMT/2314","",""
"13787","9872","9","BMT/2314","",""
"13788","9871","9","BMT/2314","",""
"13789","9870","9","BMT/2314","",""
"13790","9877","9","BMT/2314","",""
"13791","9876","9","BMT/2314","",""
"13792","9875","9","BMT/2314","",""
"13793","9874","9","BMT/2314","",""
"13794","9881","9","BMT/2314","",""
"13795","9880","9","BMT/2314","",""
"13796","9879","9","BMT/2314","",""
"13797","9878","9","BMT/2314","",""
"13798","9885","9","BMT/2314","",""
"13799","9884","9","BMT/2314","",""
"13800","9883","9","BMT/2314","",""
"13801","9882","9","BMT/2314","",""
"13802","9889","9","BMT/2314","",""
"13803","9888","9","BMT/2314","",""
"13804","9887","9","BMT/2314","",""
"13805","9886","9","BMT/2314","",""
"13806","9893","9","BMT/2314","",""
"13807","9892","9","BMT/2314","",""
"13808","9891","9","BMT/2314","",""
"13809","9890","9","BMT/2314","",""
"13810","9897","9","BMT/2314","",""
"13811","9896","9","BMT/2314","",""
"13812","9895","9","BMT/2314","",""
"13813","9894","9","BMT/2314","",""
"13814","9901","9","BMT/2314","",""
"13815","9900","9","BMT/2314","",""
"13816","9899","9","BMT/2314","",""
"13817","9898","9","BMT/2314","",""
"13818","9904","1","BMT/2315","",""
"13819","9903","1","BMT/2315","",""
"13820","9902","1","BMT/2315","",""
"13821","9907","2","BMT/2315","",""
"13822","9906","2","BMT/2315","",""
"13823","9905","2","BMT/2315","",""
"13903","9991","5","BMT/455","",""
"13904","9990","5","BMT/455","",""
"13905","9989","5","BMT/455","",""
"14072","10159","40","BMT/2334","",""
"14076","10166","5","BMT/836","",""
"14077","10165","5","BMT/836","",""
"14078","10164","5","BMT/836","",""
"14125","10132","8","BMT/2333","",""
"14126","10133","8","BMT/2333","",""
"14127","10134","8","BMT/2333","",""
"14128","10135","8","BMT/2333","",""
"14129","10136","8","BMT/2333","",""
"14130","10137","8","BMT/2333","",""
"14131","10138","8","BMT/2333","",""
"14132","10139","8","BMT/2333","",""
"14133","10140","8","BMT/2333","",""
"14134","10141","8","BMT/2333","",""
"14135","10142","8","BMT/2333","",""
"14136","10143","8","BMT/2333","",""
"14137","10144","8","BMT/2333","",""
"14138","10176","8","BMT/2333","",""
"14139","10177","8","BMT/2333","",""
"14140","10178","8","BMT/2333","",""
"14141","10179","8","BMT/2333","",""
"14142","10132","8","BMT/2333","",""
"14143","10133","8","BMT/2333","",""
"14144","10134","8","BMT/2333","",""
"14145","10135","8","BMT/2333","",""
"14146","10136","8","BMT/2333","",""
"14147","10137","8","BMT/2333","",""
"14148","10138","8","BMT/2333","",""
"14149","10139","8","BMT/2333","",""
"14150","10140","8","BMT/2333","",""
"14151","10141","8","BMT/2333","",""
"14152","10142","8","BMT/2333","",""
"14153","10143","8","BMT/2333","",""
"14154","10144","8","BMT/2333","",""
"14155","10176","8","BMT/2333","",""
"14156","10177","8","BMT/2333","",""
"14157","10178","8","BMT/2333","",""
"14158","10179","8","BMT/2333","",""
"14159","10189","5","BMT/849","",""
"14160","10188","5","BMT/849","",""
"14161","10187","5","BMT/849","",""
"14162","10192","5","BMT/850","",""
"14163","10191","5","BMT/850","",""
"14164","10190","5","BMT/850","",""
"14184","10214","5","BMT/854","",""
"14185","10213","5","BMT/854","",""
"14186","10212","5","BMT/854","",""
"14187","10217","7","BMT/2336","",""
"14188","10216","7","BMT/2336","",""
"14189","10215","7","BMT/2336","",""
"14190","10219","39","BMT/2336","",""
"14191","10218","39","BMT/2336","",""
"14192","10221","40","BMT/2336","",""
"14193","10220","40","BMT/2336","",""
"14194","10225","8","BMT/2337","",""
"14195","10224","8","BMT/2337","",""
"14196","10223","8","BMT/2337","",""
"14197","10222","8","BMT/2337","",""
"14207","10237","1","BMT/2338","",""
"14208","10236","1","BMT/2338","",""
"14209","10235","1","BMT/2338","",""
"14227","10263","10","BMT/2341","",""
"14228","10262","10","BMT/2341","",""
"14229","10261","10","BMT/2341","",""
"14230","10260","10","BMT/2341","",""
"14231","10259","10","BMT/2341","",""
"14232","10258","10","BMT/2341","",""
"14233","10257","10","BMT/2341","",""
"14234","10256","10","BMT/2341","",""
"14235","10255","10","BMT/2341","",""
"14242","10271","3","BMT/2342","",""
"14243","10270","3","BMT/2342","",""
"14244","10274","7","BMT/2343","",""
"14245","10273","7","BMT/2343","",""
"14246","10272","7","BMT/2343","",""
"14247","10276","39","BMT/2343","",""
"14248","10275","39","BMT/2343","",""
"14251","10286","8","BMT/2344","",""
"14252","10285","8","BMT/2344","",""
"14253","10284","8","BMT/2344","",""
"14254","10283","8","BMT/2344","",""
"14255","10295","10","BMT/2344","",""
"14256","10294","10","BMT/2344","",""
"14257","10293","10","BMT/2344","",""
"14258","10292","10","BMT/2344","",""
"14259","10291","10","BMT/2344","",""
"14260","10290","10","BMT/2344","",""
"14261","10289","10","BMT/2344","",""
"14262","10288","10","BMT/2344","",""
"14263","10287","10","BMT/2344","",""
"14264","10298","7","BMT/2345","",""
"14265","10297","7","BMT/2345","",""
"14266","10296","7","BMT/2345","",""
"14267","10301","1","BMT/2346","",""
"14268","10300","1","BMT/2346","",""
"14269","10299","1","BMT/2346","",""
"14275","10309","5","BMT/857","",""
"14276","10308","5","BMT/857","",""
"14277","10307","5","BMT/857","",""
"14281","10315","5","BMT/863","",""
"14282","10314","5","BMT/863","",""
"14283","10313","5","BMT/863","",""
"14284","10299","1","BMT/2347","",""
"14285","10300","1","BMT/2347","",""
"14286","10301","1","BMT/2347","",""
"14287","10302","1","BMT/2347","",""
"14288","10303","1","BMT/2347","",""
"14289","10304","1","BMT/2347","",""
"14290","10305","1","BMT/2347","",""
"14291","10306","1","BMT/2347","",""
"14292","10302","2","BMT/2347","",""
"14293","10303","2","BMT/2347","",""
"14294","10304","2","BMT/2347","",""
"14295","10305","2","BMT/2347","",""
"14296","10306","2","BMT/2347","",""
"14297","10316","2","BMT/2347","",""
"14298","10317","2","BMT/2347","",""
"14299","10318","2","BMT/2347","",""
"14300","10305","3","BMT/2347","",""
"14301","10306","3","BMT/2347","",""
"13057","9167","23","BMT/979","",""
"13058","9166","23","BMT/979","",""
"13059","9165","23","BMT/979","",""
"13106","9210","39","BMT/2274","",""
"13107","9209","39","BMT/2274","",""
"13108","9208","39","BMT/2274","",""
"13109","9212","40","BMT/2274","",""
"13110","9211","40","BMT/2274","",""
"13111","9210","40","BMT/2274","",""
"13917","10007","5","BMT/457","",""
"13918","10006","5","BMT/457","",""
"13919","10005","5","BMT/457","",""
"13920","10010","5","BMT/458","",""
"13921","10009","5","BMT/458","",""
"13922","10008","5","BMT/458","",""
"14302","10316","3","BMT/2347","",""
"14303","10317","3","BMT/2347","",""
"14304","10318","3","BMT/2347","",""
"14305","10319","3","BMT/2347","",""
"14306","10320","3","BMT/2347","",""
"14307","10321","3","BMT/2347","",""
"14323","10340","19","BMT/2348","",""
"14324","10339","19","BMT/2348","",""
"14325","10343","5","BMT/920","",""
