"ElectID","Applicable_Spec","Standard","ActiveStatus","CreatedDate"
"1","IEC 1","Alternative","",""
"2","IEC 6001","IEC Alternative","",""
"3","IEC699","alternativeghg","",""
"4","IEC699","Multipara","",""
"5","IEC 6001","Alternative","",""
"6","IEC 6001","Alternative","",""
"7","IEC 6001","Alternative","",""
"8","IEC 6001","Alternative","",""
"9","IEC699","Multipara","",""
"10","IEC 6001","Alternative","",""
"11","IEC 6001","asd","",""
"12","IEC6001","Multipara","",""
"13","IEC-62353","ALTERNATIVE","",""
"14","hh","jj","",""
"15","IEC-62353","ALTERNATIVE","",""
"16","IEC-62353","ALTERNATIVE","",""
"17","IEC-62353","ALTERNATIVE","",""
"18","IEC-62353","ALTERNATIVE","",""
"19","IEC-62353","ALTERNATIVE","",""
"20","IEC-62353","ALTERNATIVE","",""
"21","IEC-62353","ALTERNATIVE","",""
"22","IEC-62353","ALTERNATIVE","",""
"23","IEC6001","Anasthesia machine","",""
"24","IEC-62353","ALTERNATIVE","",""
"25","IEC-62353","ALTERNATIVE","",""
"26","IEC6001","Anasthesia machine","",""
"27","IEC 6001","Alternative","",""
"28","IEC-62353","ALTERNATIVE","",""
"29","IEC-62353","ALTERNATIVE","",""
"30","IEC-62353","ALTERNATIVE","",""
"31","IEC-62353","ALTERNATIVE","",""
"32","IEC-62353","ALTERNATIVE","",""
"33","IEC-62353","ALTERNATIVE","",""
"34","IEC-62353","ALTERNATIVE","",""
"35","IEC-62353","ALTERNATIVE","",""
"36","IEC-62353","ALTERNATIVE","",""
"37","IEC-62353","ALTERNATIVE","",""
"38","IEC-62353","ALTERNATIVE","",""
"39","IEC-62353","ALTERNATIVE","",""
"40","IEC-62353","ALTERNATIVE","",""
"41","IEC-62353","62353","",""
"42","IEC-62353","62353","",""
"43","IEC-62353","ALTERNATIVE","",""
"44","IEC-62353","ALTERNATIVE","",""
"45","IEC-62353","ALTERNATIVE","",""
"46","IEC-62353","ALTERNATIVE","",""
"47","IEC-62353","ALTERNATIVE","",""
"48","IEC-62353","ALTERNATIVE","",""
"49","IEC-62353","ALTERNATIVE","",""
"50","IEC 62353","ALTERNATIVE","",""
"51","IEC 62353","ALTERNATIVE","",""
"52","62353","ALTERNATIVE","",""
"53","62353","ALTERNATIVE","",""
"54","62353","ALTERNATIVE","",""
"55","62353","ALTERNATIVE","",""
"56","62353","ALTERNATIVE","",""
"57","62353","ALTERNATIVE","",""
"58","62353","ALTERNATIVE","",""
"59","62353","ALTERNATIVE","",""
"60","62353","ALTERNATIVE","",""
"61","62353","ALTERNATIVE","",""
"62","62353","ALTERNATIVE","",""
"63","62353","ALTERNATIVE","",""
"64","62353","ALTERNATIVE","",""
"65","IEC-62353","ALTERNATIVE","",""
"66","62353","ALTERNATIVE","",""
"67","62353","ALTERNATIVE","",""
"68","62353","ALTERNATIVE","",""
"69","62353","ALTERNATIVE","",""
"70","62353","ALTERNATIVE","",""
"71","62353","ALTERNATIVE","",""
"72","62353","ALTERNATIVE","",""
"73","62353","ALTERNATIVE","",""
"74","62353","ALTERNATIVE","",""
"75","62353","ALTERNATIVE","",""
"76","62353","ALTERNATIVE","",""
"77","62353","ALTERNATIVE","",""
"78","IEC-62353","ALTERNATIVE","",""
"79","62353","ALTERNATIVE","",""
"80","62353","ALTERNATIVE","",""
"81","62353","ALTERNATIVE","",""
"82","IEC-62353","ALTERNATIVE","",""
"83","62353","ALTERNATIVE","",""
"84","62353","ALTERNATIVE","",""
"85","62353","ALTERNATIVE","",""
"86","62353","ALTERNATIVE","",""
"87","IEC-62353","ALTERNATIVE","",""
"88","IEC-62353","ALTERNATIVE","",""
"89","62353","ALTERNATIVE","",""
"90","62353","ALTERNATIVE","",""
"91","62353","ALTERNATIVE","",""
"92","62353","ALTERNATIVE","",""
"93","62353","ALTERNATIVE","",""
"94","IEC-62353","ALTERNATIVE","",""
"95","IEC-62353","ALTERNATIVE","",""
"96","IEC-62353","ALTERNATIVE","",""
"97","IEC-62353","ALTERNATIVE","",""
"98","IEC-62353","ALTERNATIVE","",""
"99","IEC-62353","ALTERNATIVE","",""
"100","IEC-62353","ALTERNATIVE","",""
"101","IEC-62353","ALTERNATIVE","",""
"102","62353","ALTERNATIVE","",""
"103","IEC-62353","ALTERNATIVE","",""
"104","62353","ALTERNATIVE","",""
"105","62353","ALTERNATIVE","",""
"106","62353","ALTERNATIVE","",""
"107","IEC-62353","ALTERNATIVE","",""
"108","62353","ALTERNATIVE","",""
"109","62353","ALTERNATIVE","",""
"110","IEC-62353","ALTERNATIVE","",""
"111","IEC-62353","ALTERNATIVE","",""
"112","IEC-62353","ALTERNATIVE","",""
"113","62353","ALTERNATIVE","",""
"114","IEC-62353","ALTERNATIVE","",""
"115","62353","ALTERNATIVE","",""
"116","IEC-62353","ALTERNATIVE","",""
"117","62353","ALTERNATIVE","",""
"118","IEC-62353","ALTERNATIVE","",""
"119","62353","ALTERNATIVE","",""
"120","62353","ALTERNATIVE","",""
"121","IEC-62353","ALTERNATIVE","",""
"122","62353","ALTERNATIVE","",""
"123","62353","ALTERNATIVE","",""
"124","62353","ALTERNATIVE","",""
"125","62353","ALTERNATIVE","",""
"126","62353","ALTERNATIVE","",""
"127","IEC-62353","ALTERNATIVE","",""
"128","IEC-62353","ALTERNATIVE","",""
"129","62353","ALTERNATIVE","",""
"130","62353","ALTERNATIVE","",""
"131","IEC-62353","ALTERNATIVE","",""
"132","IEC-62353","ALTERNATIVE","",""
"133","IEC-62353","ALTERNATIVE","",""
"134","IEC-62353","ALTERNATIVE","",""
"135","IEC-62353","ALTERNATIVE","",""
"136","IEC-62353","ALTERNATIVE","",""
"137","IEC-62353","ALTERNATIVE","",""
"138","IEC-62353","ALTERNATIVE","",""
"139","IEC-62353","ALTERNATIVE","",""
"140","IEC-62353","ALTERNATIVE","",""
"141","IEC-62353","ALTERNATIVE","",""
"142","IEC-62353","ALTERNATIVE","",""
"143","IEC-62353","ALTERNATIVE","",""
"144","IEC-62353","ALTERNATIVE","",""
"145","IEC-62353","ALTERNATIVE","",""
"146","62353","ALTERNATIVE","",""
"147","IEC-62353","ALTERNATIVE","",""
"148","IEC-62353","ALTERNATIVE","",""
"149","62353","ALTERNATIVE","",""
"150","62353","ALTERNATIVE","",""
"151","62353","ALTERNATIVE","",""
"152","62353","ALTERNATIVE","",""
"153","62353","ALTERNATIVE","",""
"154","62353","ALTERNATIVE","",""
"155","62353","ALTERNATIVE","",""
"156","IEC-62353","ALTERNATIVE","",""
"157","IEC-62353","ALTERNATIVE","",""
"158","IEC-62353","ALTERNATIVE","",""
"159","IEC-62353","ALTERNATIVE","",""
"160","IEC-62353","ALTERNATIVE","",""
"161","IEC-62353","ALTERNATIVE","",""
"162","IEC-62353","ALTERNATIVE","",""
"163","IEC-62353","ALTERNATIVE","",""
"164","IEC-62353","ALTERNATIVE","",""
"165","IEC-62353","ALTERNATIVE","",""
"166","IEC-62353","ALTERNATIVE","",""
"167","IEC-62353","ALTERNATIVE","",""
"168","IEC-62353","ALTERNATIVE","",""
"169","IEC-62353","ALTERNATIVE","",""
"170","IEC-62353","ALTERNATIVE","",""
"171","IEC-62353","ALTERNATIVE","",""
"172","IEC-62353","ALTERNATIVE","",""
"173","IEC-62353","ALTERNATIVE","",""
"174","IEC-62353","ALTERNATIVE","",""
"175","IEC-62353","ALTERNATIVE","",""
"176","IEC-62353","ALTERNATIVE","",""
"177","IEC-62353","ALTERNATIVE","",""
"178","IEC-62353","ALTERNATIVE","",""
"179","IEC-62353","ALTERNATIVE","",""
"180","IEC-62353","ALTERNATIVE","",""
"181","IEC-62353","ALTERNATIVE","",""
"182","IEC-62353","ALTERNATIVE","",""
"183","IEC-62353","ALTERNATIVE","",""
"184","IEC-62353","ALTERNATIVE","",""
"185","IEC-62353","ALTERNATIVE","",""
"186","IEC-62353","ALTERNATIVE","",""
"187","IEC-62353","ALTERNATIVE","",""
"188","IEC-62353","ALTERNATIVE","",""
"189","IEC-62353","ALTERNATIVE","",""
"190","IEC-62353","ALTERNATIVE","",""
"191","IEC-62353","ALTERNATIVE","",""
"192","IEC-62353","ALTERNATIVE","",""
"193","IEC-62353","ALTERNATIVE","",""
"194","IEC-62353","ALTERNATIVE","",""
"195","IEC-62353","ALTERNATIVE","",""
"196","IEC-62353","ALTERNATIVE","",""
"197","IEC-62353","ALTERNATIVE","",""
"198","IEC-62353","ALTERNATIVE","",""
"199","IEC-62353","ALTERNATIVE","",""
"200","IEC-62353","ALTERNATIVE","",""
"201","IEC-62353","ALTERNATIVE","",""
"202","IEC-62353","ALTERNATIVE","",""
"203","IEC-62353","ALTERNATIVE","",""
"204","IEC-62353","ALTERNATIVE","",""
"205","IEC-62353","ALTERNATIVE","",""
"206","IEC-62353","ALTERNATIVE","",""
"207","IEC-62353","ALTERNATIVE","",""
"208","IEC-62353","ALTERNATIVE","",""
"209","IEC-62353","ALTERNATIVE","",""
"210","IEC-62353","ALTERNATIVE","",""
"211","IEC-62353","ALTERNATIVE","",""
"212","IEC-62353","ALTERNATIVE","",""
"213","IEC-62353","ALTERNATIVE","",""
"214","IEC-62353","ALTERNATIVE","",""
"215","IEC-62353","ALTERNATIVE","",""
"216","IEC-62353","ALTERNATIVE","",""
"217","IEC-62353","ALTERNATIVE","",""
"218","IEC-62353","ALTERNATIVE","",""
"219","IEC-62353","ALTERNATIVE","",""
"220","IEC-62353","ALTERNATIVE","",""
"221","IEC-62353","ALTERNATIVE","",""
"222","IEC-62353","ALTERNATIVE","",""
"223","IEC-62353","ALTERNATIVE","",""
"224","IEC-62353","ALTERNATIVE","",""
"225","IEC-62353","ALTERNATIVE","",""
"226","IEC-62353","ALTERNATIVE","",""
"227","IEC-62353","ALTERNATIVE","",""
"228","IEC-62353","ALTERNATIVE","",""
"229","IEC-62353","ALTERNATIVE","",""
"230","IEC-62353","ALTERNATIVE","",""
"231","IEC-62353","ALTERNATIVE","",""
"232","IEC-62353","ALTERNATIVE","",""
"233","IEC-62353","ALTERNATIVE","",""
"234","IEC-62353","ALTERNATIVE","",""
"235","IEC-62353","ALTERNATIVE","",""
"236","IEC-62353","ALTERNATIVE","",""
"237","IEC-62353","ALTERNATIVE","",""
"238","IEC-62353","ALTERNATIVE","",""
"239","IEC-62353","ALTERNATIVE","",""
"240","IEC-62353","ALTERNATIVE","",""
"241","IEC-62353","ALTERNATIVE","",""
"242","IEC-62353","ALTERNATIVE","",""
"243","IEC-62353","ALTERNATIVE","",""
"244","IEC-62353","ALTERNATIVE","",""
"245","IEC-62353","ALTERNATIVE","",""
"246","IEC-62353","ALTERNATIVE","",""
"247","IEC-62353","ALTERNATIVE","",""
"248","IEC-62353","ALTERNATIVE","",""
"249","IEC-62353","ALTERNATIVE","",""
"250","IEC-62353","ALTERNATIVE","",""
"251","IEC-62353","ALTERNATIVE","",""
"252","IEC-62353","ALTERNATIVE","",""
"253","IEC-62353","ALTERNATIVE","",""
"254","IEC-62353","ALTERNATIVE","",""
"255","IEC-62353","ALTERNATIVE","",""
"256","IEC-62353","ALTERNATIVE","",""
"257","IEC-62353","ALTERNATIVE","",""
"258","IEC-62353","ALTERNATIVE","",""
"259","IEC-62353","ALTERNATIVE","",""
"260","IEC-62353","ALTERNATIVE","",""
"261","IEC-62353","ALTERNATIVE","",""
"262","IEC-62353","ALTERNATIVE","",""
"263","IEC-62353","ALTERNATIVE","",""
"264","IEC-62353","ALTERNATIVE","",""
"265","IEC-62353","ALTERNATIVE","",""
"266","IEC-62353","ALTERNATIVE","",""
"267","IEC-62353","ALTERNATIVE","",""
"268","IEC-62353","ALTERNATIVE","",""
"269","IEC-62353","ALTERNATIVE","",""
"270","IEC-62353","ALTERNATIVE","",""
"271","IEC-62353","ALTERNATIVE","",""
"272","IEC-62353","ALTERNATIVE","",""
"273","IEC-62353","ALTERNATIVE","",""
"274","IEC-62353","ALTERNATIVE","",""
"275","IEC-62353","ALTERNATIVE","",""
"276","IEC-62353","ALTERNATIVE","",""
"277","IEC-62353","ALTERNATIVE","",""
"278","IEC-62353","ALTERNATIVE","",""
"279","IEC-62353","ALTERNATIVE","",""
"280","IEC-62353","ALTERNATIVE","",""
"281","IEC-62353","ALTERNATIVE","",""
"282","IEC-62353","ALTERNATIVE","",""
"283","IEC-62353","ALTERNATIVE","",""
"284","IEC-62353","ALTERNATIVE","",""
"285","IEC-62353","ALTERNATIVE","",""
"286","IEC-62353","ALTERNATIVE","",""
"287","IEC-62353","ALTERNATIVE","",""
"288","IEC-62353","ALTERNATIVE","",""
"289","IEC-62353","ALTERNATIVE","",""
"290","IEC-62353","ALTERNATIVE","",""
"291","IEC-62353","ALTERNATIVE","",""
"292","IEC-62353","ALTERNATIVE","",""
"293","IEC-62353","ALTERNATIVE","",""
"294","IEC-62353","ALTERNATIVE","",""
"295","IEC-62353","ALTERNATIVE","",""
"296","IEC-62353","ALTERNATIVE","",""
"297","IEC-62353","ALTERNATIVE","",""
"298","IEC-62353","ALTERNATIVE","",""
"299","IEC-62353","ALTERNATIVE","",""
"300","IEC-62353","ALTERNATIVE","",""
"301","IEC-62353","ALTERNATIVE","",""
"302","IEC-62353","ALTERNATIVE","",""
"303","IEC-62353","ALTERNATIVE","",""
"304","IEC-62353","ALTERNATIVE","",""
"305","IEC-62353","ALTERNATIVE","",""
"306","IEC-62353","ALTERNATIVE","",""
"307","IEC-62353","ALTERNATIVE","",""
"308","IEC-62353","ALTERNATIVE","",""
"309","IEC-62353","ALTERNATIVE","",""
"310","IEC-62353","ALTERNATIVE","",""
"311","IEC-62353","ALTERNATIVE","",""
"312","IEC-62353","ALTERNATIVE","",""
"313","IEC-62353","ALTERNATIVE","",""
"314","IEC-62353","ALTERNATIVE","",""
"315","IEC-62353","ALTERNATIVE","",""
"316","IEC-62353","ALTERNATIVE","",""
"317","IEC-62353","ALTERNATIVE","",""
"318","IEC-62353","ALTERNATIVE","",""
"319","IEC-62353","ALTERNATIVE","",""
"320","IEC-62353","ALTERNATIVE","",""
"321","IEC-62353","ALTERNATIVE","",""
"322","IEC-62353","ALTERNATIVE","",""
"323","IEC-62353","ALTERNATIVE","",""
"324","IEC-62353","ALTERNATIVE","",""
"325","IEC-62353","ALTERNATIVE","",""
"326","IEC-62353","ALTERNATIVE","",""
"327","IEC-62353","ALTERNATIVE","",""
"328","IEC-62353","ALTERNATIVE","",""
"329","IEC-62353","ALTERNATIVE","",""
"330","IEC-62353","ALTERNATIVE","",""
"331","IEC-62353","ALTERNATIVE","",""
"332","IEC-62353","ALTERNATIVE","",""
"333","IEC-62353","ALTERNATIVE","",""
"334","IEC-62353","ALTERNATIVE","",""
"335","IEC-62353","ALTERNATIVE","",""
"336","IEC-62353","ALTERNATIVE","",""
"337","IEC-62353","ALTERNATIVE","",""
"338","IEC-62353","ALTERNATIVE","",""
"339","IEC-62353","ALTERNATIVE","",""
"340","IEC-62353","ALTERNATIVE","",""
"341","IEC-62353","ALTERNATIVE","",""
"342","IEC-62353","ALTERNATIVE","",""
"343","IEC-62353","ALTERNATIVE","",""
"344","IEC-62353","ALTERNATIVE","",""
"345","IEC-62353","ALTERNATIVE","",""
"346","IEC-62353","ALTERNATIVE","",""
"347","IEC-62353","ALTERNATIVE","",""
"348","IEC-62353","ALTERNATIVE","",""
"349","IEC-62353","ALTERNATIVE","",""
"350","IEC-62353","ALTERNATIVE","",""
"351","IEC-62353","ALTERNATIVE","",""
"352","IEC-62353","ALTERNATIVE","",""
"353","IEC-62353","ALTERNATIVE","",""
"354","IEC-62353","ALTERNATIVE","",""
"355","IEC-62353","ALTERNATIVE","",""
"356","IEC-62353","ALTERNATIVE","",""
"357","IEC-62353","ALTERNATIVE","",""
"358","IEC-62353","ALTERNATIVE","",""
"359","IEC-62353","ALTERNATIVE","",""
"360","IEC-62353","ALTERNATIVE","",""
"361","IEC-62353","ALTERNATIVE","",""
"362","IEC-62353","ALTERNATIVE","",""
"363","IEC-62353","ALTERNATIVE","",""
"364","IEC-62353","ALTERNATIVE","",""
"365","IEC-62353","ALTERNATIVE","",""
"366","IEC-62353","ALTERNATIVE","",""
"367","IEC-62353","ALTERNATIVE","",""
"368","IEC-62353","ALTERNATIVE","",""
"369","IEC-62353","ALTERNATIVE","",""
"370","IEC-62353","ALTERNATIVE","",""
"371","IEC-62353","ALTERNATIVE","",""
"372","IEC-62353","ALTERNATIVE","",""
"373","IEC-62353","ALTERNATIVE","",""
"374","IEC-62353","ALTERNATIVE","",""
"375","IEC-62353","ALTERNATIVE","",""
"376","IEC-62353","ALTERNATIVE","",""
"377","IEC-62353","ALTERNATIVE","",""
"378","IEC-62353","ALTERNATIVE","",""
"379","IEC-62353","ALTERNATIVE","",""
"380","IEC-62353","ALTERNATIVE","",""
"381","IEC-62353","ALTERNATIVE","",""
"382","IEC-62353","ALTERNATIVE","",""
"383","IEC-62353","ALTERNATIVE","",""
"384","IEC-62353","ALTERNATIVE","",""
"385","IEC-62353","ALTERNATIVE","",""
"386","IEC-62353","ALTERNATIVE","",""
"387","IEC-62353","ALTERNATIVE","",""
"388","IEC-62353","ALTERNATIVE","",""
"389","IEC-62353","ALTERNATIVE","",""
"390","IEC-62353","ALTERNATIVE","",""
"391","IEC-62353","ALTERNATIVE","",""
"392","IEC-62353","ALTERNATIVE","",""
"393","IEC-62353","ALTERNATIVE","",""
"394","IEC-62353","ALTERNATIVE","",""
"395","IEC-62353","ALTERNATIVE","",""
"396","IEC-62353","ALTERNATIVE","",""
"397","IEC-62353","ALTERNATIVE","",""
"398","IEC-62353","ALTERNATIVE","",""
"399","IEC-62353","ALTERNATIVE","",""
"400","IEC-62353","ALTERNATIVE","",""
"401","IEC-62353","ALTERNATIVE","",""
"402","IEC-62353","ALTERNATIVE","",""
"403","IEC-62353","ALTERNATIVE","",""
"404","IEC-62353","ALTERNATIVE","",""
"405","IEC-62353","ALTERNATIVE","",""
"406","IEC-62353","ALTERNATIVE","",""
"407","IEC-62353","ALTERNATIVE","",""
"408","IEC-62353","ALTERNATIVE","",""
"409","IEC-62353","ALTERNATIVE","",""
"410","IEC-62353","ALTERNATIVE","",""
"411","IEC-62353","ALTERNATIVE","",""
"412","IEC-62353","ALTERNATIVE","",""
"413","IEC-62353","ALTERNATIVE","",""
"414","IEC-62353","ALTERNATIVE","",""
"415","IEC-62353","ALTERNATIVE","",""
"416","IEC-62353","ALTERNATIVE","",""
"417","IEC-62353","ALTERNATIVE","",""
"418","IEC-62353","ALTERNATIVE","",""
"419","IEC-62353","ALTERNATIVE","",""
"420","IEC-62353","ALTERNATIVE","",""
"421","IEC-62353","ALTERNATIVE","",""
"422","IEC-62353","ALTERNATIVE","",""
"423","IEC-62353","ALTERNATIVE","",""
"424","IEC-62353","ALTERNATIVE","",""
"425","IEC-62353","ALTERNATIVE","",""
"426","IEC-62353","ALTERNATIVE","",""
"427","IEC-62353","ALTERNATIVE","",""
"428","IEC-62353","ALTERNATIVE","",""
"429","IEC-62353","ALTERNATIVE","",""
"430","IEC-62353","ALTERNATIVE","",""
"431","IEC-62353","ALTERNATIVE","",""
"432","IEC-62353","ALTERNATIVE","",""
"433","IEC-62353","ALTERNATIVE","",""
"434","IEC-62353","ALTERNATIVE","",""
"435","IEC-62353","ALTERNATIVE","",""
"436","IEC-62353","ALTERNATIVE","",""
"437","IEC-62353","ALTERNATIVE","",""
"438","IEC-62353","ALTERNATIVE","",""
"439","IEC-62353","ALTERNATIVE","",""
"440","IEC-62353","ALTERNATIVE","",""
"441","IEC-62353","ALTERNATIVE","",""
"442","IEC-62353","ALTERNATIVE","",""
"443","IEC-62353","ALTERNATIVE","",""
"444","IEC-62353","ALTERNATIVE","",""
"445","IEC-62353","ALTERNATIVE","",""
"446","IEC-62353","ALTERNATIVE","",""
"447","IEC-62353","ALTERNATIVE","",""
"448","IEC-62353","ALTERNATIVE","",""
"449","IEC-62353","ALTERNATIVE","",""
"450","IEC-62353","ALTERNATIVE","",""
"451","IEC-62353","ALTERNATIVE","",""
"452","IEC-62353","ALTERNATIVE","",""
"453","IEC-62353","ALTERNATIVE","",""
"454","IEC-62353","ALTERNATIVE","",""
"455","IEC-62353","ALTERNATIVE","",""
"456","IEC-62353","ALTERNATIVE","",""
"457","IEC-62353","ALTERNATIVE","",""
"458","IEC62353","ALTERNATIVE","",""
"459","IEC62353","ALTERNATIVE","",""
"460","IEC62353","ALTERNATIVE","",""
"461","IEC62353","ALTERNATIVE","",""
"462","IEC62353","ALTERNATIVE","",""
"463","IEC62353","ALTERNATIVE","",""
"464","IEC62353","ALTERNATIVE","",""
"465","IEC62353","ALTERNATIVE","",""
"466","IEC62353","ALTERNATIVE","",""
"467","IEC62353","ALTERNATIVE","",""
"468","IEC62353","ALTERNATIVE","",""
"469","IEC62353","ALTERNATIVE","",""
"470","IEC62353","ALTERNATIVE","",""
"471","IEC62353","ALTERNATIVE","",""
"472","IEC62353","ALTERNATIVE","",""
"473","IEC62353","ALTERNATIVE","",""
"474","IEC62353","ALTERNATIVE","",""
"475","IEC62353","ALTERNATIVE","",""
"476","IEC62353","ALTERNATIVE","",""
"477","IEC62353","ALTERNATIVE","",""
"478","IEC62353","ALTERNATIVE","",""
"479","IEC62353","ALTERNATIVE","",""
"480","IEC62353","ALTERNATIVE","",""
"481","IEC62353","ALTERNATIVE","",""
"482","IEC62353","ALTERNATIVE","",""
"483","IEC62353","ALTERNATIVE","",""
"484","IEC62353","ALTERNATIVE","",""
"485","IEC62353","ALTERNATIVE","",""
"486","IEC62353","ALTERNATIVE","",""
"487","IEC62353","ALTERNATIVE","",""
"488","IEC62353","ALTERNATIVE","",""
"489","IEC62353","ALTERNATIVE","",""
"490","IEC62353","ALTERNATIVE","",""
"491","IEC62353","ALTERNATIVE","",""
"492","IEC62353","ALTERNATIVE","",""
"493","IEC62353","ALTERNATIVE","",""
"494","IEC62353","ALTERNATIVE","",""
"495","IEC62353","ALTERNATIVE","",""
"496","IEC62353","ALTERNATIVE","",""
"497","IEC62353","ALTERNATIVE","",""
"498","IEC62353","ALTERNATIVE","",""
"499","IEC62353","ALTERNATIVE","",""
"500","IEC62353","ALTERNATIVE","",""
"501","IEC62353","ALTERNATIVE","",""
"502","IEC62353","ALTERNATIVE","",""
"503","IEC62353","ALTERNATIVE","",""
"504","IEC62353","ALTERNATIVE","",""
"505","IEC62353","ALTERNATIVE","",""
"506","IEC62353","ALTERNATIVE","",""
"507","IEC62353","ALTERNATIVE","",""
"508","IEC62353","ALTERNATIVE","",""
"509","IEC62353","ALTERNATIVE","",""
"510","IEC62353","ALTERNATIVE","",""
"511","IEC62353","ALTERNATIVE","",""
"512","IEC62353","ALTERNATIVE","",""
"513","IEC-62353","ALTERNATIVE","",""
"514","IEC-62353","ALTERNATIVE","",""
"515","IEC-62353","ALTERNATIVE","",""
"516","IEC-62353","ALTERNATIVE","",""
"517","IEC-62353","ALTERNATIVE","",""
"518","IEC-62353","ALTERNATIVE","",""
"519","IEC-62353","ALTERNATIVE","",""
"520","IEC-62353","ALTERNATIVE","",""
"521","IEC-62353","ALTERNATIVE","",""
"522","IEC-62353","ALTERNATIVE","",""
"523","IEC-62353","ALTERNATIVE","",""
"524","IEC-62353","ALTERNATIVE","",""
"525","IEC-62353","ALTERNATIVE","",""
"526","IEC-62353","ALTERNATIVE","",""
"527","IEC-62353","ALTERNATIVE","",""
"528","IEC-62353","ALTERNATIVE","",""
"529","IEC-62353","ALTERNATIVE","",""
"530","IEC-62353","ALTERNATIVE","",""
"531","IEC-62353","ALTERNATIVE","",""
"532","IEC-62353","ALTERNATIVE","",""
"533","IEC-62353","ALTERNATIVE","",""
"534","IEC-62353","ALTERNATIVE","",""
"535","IEC-62353","ALTERNATIVE","",""
"536","IEC-62353","ALTERNATIVE","",""
"537","IEC-62353","ALTERNATIVE","",""
"538","IEC-62353","ALTERNATIVE","",""
"539","IEC-62353","ALTERNATIVE","",""
"540","IEC-62353","62353","",""
"541","IEC-62353","62353","",""
"542","IEC-62353","ALTERNATIVE","",""
"543","IEC-62353","ALTERNATIVE","",""
"544","IEC-62353","ALTERNATIVE","",""
"545","IEC-62353","ALTERNATIVE","",""
"546","IEC-62353","ALTERNATIVE","",""
"547","IEC-62353","ALTERNATIVE","",""
"548","IEC-62353","ALTERNATIVE","",""
"549","IEC62353","ALTERNATIVE","",""
"550","IEC62353","ALTERNATIVE","",""
"551","IEC62353","ALTERNATIVE","",""
"552","IEC62353","ALTERNATIVE","",""
"553","IEC62353","ALTERNATIVE","",""
"554","IEC-62353","ALTERNATIVE","",""
"555","IEC-62353","ALTERNATIVE","",""
"556","IEC-62353","ALTERNATIVE","",""
"557","IEC-62353","ALTERNATIVE","",""
"558","IEC-62353","ALTERNATIVE","",""
"559","IEC-62353","ALTERNATIVE","",""
"560","IEC-62353","ALTERNATIVE","",""
"561","IEC-62353","ALTERNATIVE","",""
"562","IEC-62353","ALTERNATIVE","",""
"563","IEC-62353","ALTERNATIVE","",""
"564","IEC-62353","ALTERNATIVE","",""
"565","IEC-62353","ALTERNATIVE","",""
"566","IEC-62353","ALTERNATIVE","",""
"567","IEC-62353","ALTERNATIVE","",""
"568","IEC-62353","ALTERNATIVE","",""
"569","IEC-62353","ALTERNATIVE","",""
"570","IEC-62353","ALTERNATIVE","",""
"571","IEC-62353","ALTERNATIVE","",""
"572","IEC-62353","ALTERNATIVE","",""
"573","IEC-62353","ALTERNATIVE","",""
"574","IEC-62353","ALTERNATIVE","",""
"575","IEC-62353","ALTERNATIVE","",""
"576","IEC-62353","ALTERNATIVE","",""
"577","IEC-62353","ALTERNATIVE","",""
"578","IEC-62353","ALTERNATIVE","",""
"579","IEC-62353","ALTERNATIVE","",""
"580","IEC-62353","ALTERNATIVE","",""
"581","IEC-62353","ALTERNATIVE","",""
"582","IEC-62353","ALTERNATIVE","",""
"583","IEC-62353","ALTERNATIVE","",""
"584","IEC-62353","ALTERNATIVE","",""
"585","IEC-62353","ALTERNATIVE","",""
"586","IEC-62353","ALTERNATIVE","",""
"587","IEC-62353","ALTERNATIVE","",""
"588","IEC-62353","ALTERNATIVE","",""
"589","IEC-62353","ALTERNATIVE","",""
"590","IEC-62353","ALTERNATIVE","",""
"591","IEC-62353","ALTERNATIVE","",""
"592","IEC-62353","ALTERNATIVE","",""
"593","IEC-62353","ALTERNATIVE","",""
"594","IEC-62353","ALTERNATIVE","",""
"595","IEC-62353","ALTERNATIVE","",""
"596","IEC-62353","ALTERNATIVE","",""
"597","IEC-62353","ALTERNATIVE","",""
"598","IEC-62353","ALTERNATIVE","",""
"599","IEC-62353","ALTERNATIVE","",""
"600","IEC-62353","ALTERNATIVE","",""
"601","IEC-62353","ALTERNATIVE","",""
"602","IEC-62353","ALTERNATIVE","",""
"603","IEC-62353","ALTERNATIVE","",""
"604","IEC-62353","ALTERNATIVE","",""
"605","IEC-62353","ALTERNATIVE","",""
"606","IEC-62353","ALTERNATIVE","",""
"607","IEC-62353","ALTERNATIVE","",""
"608","IEC-62353","ALTERNATIVE","",""
"609","IEC-62353","ALTERNATIVE","",""
"610","IEC-62353","ALTERNATIVE","",""
"611","IEC-62353","ALTERNATIVE","",""
"612","IEC-62353","ALTERNATIVE","",""
"613","IEC-62353","ALTERNATIVE","",""
"614","IEC-62353","ALTERNATIVE","",""
"615","IEC-62353","ALTERNATIVE","",""
"616","IEC-62353","ALTERNATIVE","",""
"617","IEC-62353","ALTERNATIVE","",""
"618","IEC-62353","ALTERNATIVE","",""
"619","IEC-62353","ALTERNATIVE","",""
"620","IEC-62353","ALTERNATIVE","",""
"621","IEC-62353","ALTERNATIVE","",""
"622","IEC-62353","ALTERNATIVE","",""
"623","IEC-62353","ALTERNATIVE","",""
"624","IEC-62353","ALTERNATIVE","",""
"625","IEC-62353","ALTERNATIVE","",""
