"ElectID","Applicable_Spec","Standard","ActiveStatus","CreatedDate"
"2770","IEC62353","ALTERNATIVE","",""
"2771","IEC-62353","ALTERNATIVE","",""
"2772","IEC62353","ALTERNATIVE","",""
"2773","IEC-62353","ALTERNATIVE","",""
"2774","IEC62353","ALTERNATIVE","",""
"2775","IEC-62353","ALTERNATIVE","",""
"2776","IEC62353","ALTERNATIVE","",""
"2777","IEC62353","ALTERNATIVE","",""
"2778","IEC-62353","ALTERNATIVE","",""
"2779","IEC-62353","ALTERNATIVE","",""
"2780","IEC62353","ALTERNATIVE","",""
"2781","IEC62353","ALTERNATIVE","",""
"2782","IEC-62353","ALTERNATIVE","",""
"2783","IEC62353","ALTERNATIVE","",""
"2784","IEC-62353","ALTERNATIVE","",""
"2785","IEC62353","ALTERNATIVE","",""
"2786","IEC62353","ALTERNATIVE","",""
"2787","IEC62353","ALTERNATIVE","",""
"2788","IEC62353","ALTERNATIVE","",""
"2789","IEC-62353","ALTERNATIVE","",""
"2790","IEC62353","ALTERNATIVE","",""
"2791","IEC62353","ALTERNATIVE","",""
"2792","IEC62353","ALTERNATIVE","",""
"2793","IEC-62353","ALTERNATIVE","",""
"2794","IEC62353","ALTERNATIVE","",""
"2795","IEC-62353","ALTERNATIVE","",""
"2796","IEC62353","ALTERNATIVE","",""
"2797","IEC-62353","ALTERNATIVE","",""
"2798","IEC62353","ALTERNATIVE","",""
"2799","IEC-62353","ALTERNATIVE","",""
"2800","IEC62353","ALTERNATIVE","",""
"2801","IEC-62353","ALTERNATIVE","",""
"2802","IEC62353","ALTERNATIVE","",""
"2803","IEC-62353","ALTERNATIVE","",""
"2804","IEC62353","ALTERNATIVE","",""
"2805","IEC62353","ALTERNATIVE","",""
"2806","IEC-62353","ALTERNATIVE","",""
"2807","IEC62353","ALTERNATIVE","",""
"2808","IEC62353","ALTERNATIVE","",""
"2809","IEC62353","ALTERNATIVE","",""
"2810","IEC62353","ALTERNATIVE","",""
"2811","IEC62353","ALTERNATIVE","",""
"2812","IEC62353","ALTERNATIVE","",""
"2813","IEC62353","ALTERNATIVE","",""
"2814","IEC62353","ALTERNATIVE","",""
"2815","IEC62353","ALTERNATIVE","",""
"2816","IEC62353","ALTERNATIVE","",""
"2817","IEC-62353","ALTERNATIVE","",""
"2818","IEC62353","ALTERNATIVE","",""
"2819","IEC-62353","ALTERNATIVE","",""
"2820","IEC62353","ALTERNATIVE","",""
"2821","IEC-62353","ALTERNATIVE","",""
"2822","IEC-62353","ALTERNATIVE","",""
"2823","IEC62353","ALTERNATIVE","",""
"2824","IEC-62353","ALTERNATIVE","",""
"2825","IEC-62353","ALTERNATIVE","",""
"2826","IEC62353","ALTERNATIVE","",""
"2827","IEC-62353","ALTERNATIVE","",""
"2828","IEC62353","ALTERNATIVE","",""
"2829","IEC62353","ALTERNATIVE","",""
"2830","IEC62353","ALTERNATIVE","",""
"2831","IEC-62353","ALTERNATIVE","",""
"2832","IEC-62353","ALTERNATIVE","",""
"2833","IEC-62353","ALTERNATIVE","",""
"2834","IEC-62353","ALTERNATIVE","",""
"2835","IEC-62353","ALTERNATIVE","",""
"2836","IEC-62353","ALTERNATIVE","",""
"2837","IEC-62353","ALTERNATIVE","",""
"2838","IEC62353","ALTERNATIVE","",""
"2839","IEC62353","ALTERNATIVE","",""
"2840","IEC62353","ALTERNATIVE","",""
"2841","IEC62353","ALTERNATIVE","",""
"2842","IEC-62353","ALTERNATIVE","",""
"2843","IEC62353","ALTERNATIVE","",""
"2844","IEC-62353","ALTERNATIVE","",""
"2845","IEC62353","ALTERNATIVE","",""
"2846","IEC-62353","ALTERNATIVE","",""
"2847","IEC62353","ALTERNATIVE","",""
"2848","IEC-62353","ALTERNATIVE","",""
"2849","IEC62353","ALTERNATIVE","",""
"2850","IEC-62353","ALTERNATIVE","",""
"2851","IEC-62353","ALTERNATIVE","",""
"2852","IEC62353","ALTERNATIVE","",""
"2853","IEC-62353","ALTERNATIVE","",""
"2854","IEC62353","ALTERNATIVE","",""
"2855","IEC-62353","ALTERNATIVE","",""
"2856","IEC-62353","ALTERNATIVE","",""
"2857","IEC-62353","ALTERNATIVE","",""
"2858","IEC-62353","ALTERNATIVE","",""
"2859","IEC-62353","ALTERNATIVE","",""
"2860","IEC62353","ALTERNATIVE","",""
"2861","IEC62353","ALTERNATIVE","",""
"2862","IEC-62353","ALTERNATIVE","",""
"2863","IEC-62353","ALTERNATIVE","",""
"2864","IEC62353","ALTERNATIVE","",""
"2865","IEC-62353","ALTERNATIVE","",""
"2866","IEC62353","ALTERNATIVE","",""
"2867","IEC62353","ALTERNATIVE","",""
"2868","IEC62353","ALTERNATIVE","",""
"2869","IEC62353","ALTERNATIVE","",""
"2870","IEC62353","ALTERNATIVE","",""
"2871","IEC-62353","ALTERNATIVE","",""
"2872","IEC62353","ALTERNATIVE","",""
"2873","IEC-62353","ALTERNATIVE","",""
"2874","IEC62353","ALTERNATIVE","",""
"2875","IEC-62353","ALTERNATIVE","",""
"2876","IEC62353","ALTERNATIVE","",""
"2877","IEC62353","ALTERNATIVE","",""
"2878","IEC62353","ALTERNATIVE","",""
"2879","IEC62353","ALTERNATIVE","",""
"2880","IEC62353","ALTERNATIVE","",""
"2881","IEC62353","ALTERNATIVE","",""
"2882","IEC62353","ALTERNATIVE","",""
"2883","IEC62353","ALTERNATIVE","",""
"2884","IEC62353","ALTERNATIVE","",""
"2885","IEC62353","ALTERNATIVE","",""
"2886","IEC-62353","ALTERNATIVE","",""
"2887","IEC-62353","ALTERNATIVE","",""
"2888","IEC-62353","ALTERNATIVE","",""
"2889","IEC-62353","ALTERNATIVE","",""
"2890","IEC-62353","ALTERNATIVE","",""
"2891","IEC-62353","ALTERNATIVE","",""
"2892","IEC-62353","ALTERNATIVE","",""
"2893","IEC-62353","ALTERNATIVE","",""
"2894","IEC-62353","ALTERNATIVE","",""
"2895","IEC-62353","ALTERNATIVE","",""
"2896","IEC-62353","ALTERNATIVE","",""
"2897","IEC-62353","ALTERNATIVE","",""
"2898","IEC-62353","ALTERNATIVE","",""
"2899","IEC-62353","ALTERNATIVE","",""
"2900","IEC62353","ALTERNATIVE","",""
"2901","IEC62353","ALTERNATIVE","",""
"2902","IEC62353","ALTERNATIVE","",""
"2903","IEC62353","ALTERNATIVE","",""
"2904","IEC62353","ALTERNATIVE","",""
"2905","IEC62353","ALTERNATIVE","",""
"2906","IEC62353","ALTERNATIVE","",""
"2907","IEC62353","ALTERNATIVE","",""
"2908","IEC62353","ALTERNATIVE","",""
"2909","IEC62353","ALTERNATIVE","",""
"2910","IEC62353","ALTERNATIVE","",""
"2911","IEC62353","ALTERNATIVE","",""
"2912","IEC62353","ALTERNATIVE","",""
"2913","IEC62353","ALTERNATIVE","",""
"2914","IEC62353","ALTERNATIVE","",""
"2915","IEC62353","ALTERNATIVE","",""
"2916","IEC62353","ALTERNATIVE","",""
"2917","IEC62353","ALTERNATIVE","",""
"2918","IEC62353","ALTERNATIVE","",""
"2919","IEC62353","ALTERNATIVE","",""
"2920","IEC62353","ALTERNATIVE","",""
"2921","IEC62353","ALTERNATIVE","",""
"2922","IEC62353","ALTERNATIVE","",""
"2923","IEC62353","ALTERNATIVE","",""
"2924","IEC-62353","ALTERNATIVE","",""
"2925","IEC-62353","ALTERNATIVE","",""
"2926","IEC-62353","ALTERNATIVE","",""
"2927","IEC-62353","ALTERNATIVE","",""
"2928","IEC-62353","ALTERNATIVE","",""
"2929","IEC-62353","ALTERNATIVE","",""
"2930","IEC-62353","ALTERNATIVE","",""
"2931","IEC-62353","ALTERNATIVE","",""
"2932","IEC-62353","ALTERNATIVE","",""
"2933","IEC-62353","ALTERNATIVE","",""
"2934","IEC-62353","ALTERNATIVE","",""
"2935","IEC-62353","ALTERNATIVE","",""
"2936","IEC-62353","ALTERNATIVE","",""
"2937","IEC-62353","ALTERNATIVE","",""
"2938","IEC-62353","ALTERNATIVE","",""
"2939","IE62353","ALTERNATIVE","",""
"2940","IE62353","ALTERNATIVE","",""
"2941","IE62353","ALTERNATIVE","",""
"2942","IEC-62353","ALTERNATIVE","",""
"2943","IEC-62353","ALTERNATIVE","",""
"2944","IEC-62353","ALTERNATIVE","",""
"2945","IEC-62353","ALTERNATIVE","",""
"2946","IEC-62353","ALTERNATIVE","",""
"2947","IE62353","ALTERNATIVE","",""
"2948","IEC-62353","ALTERNATIVE","",""
"2949","IEC-62353","ALTERNATIVE","",""
"2950","IEC-62353","ALTERNATIVE","",""
"2951","IEC-62353","ALTERNATIVE","",""
"2952","IEC-62353","ALTERNATIVE","",""
"2953","IEC-62353","ALTERNATIVE","",""
"2954","IEC-62353","ALTERNATIVE","",""
"2955","IEC-62353","ALTERNATIVE","",""
"2956","IEC-62353","ALTERNATIVE","",""
"2957","IEC-62353","ALTERNATIVE","",""
"2958","IEC-62353","ALTERNATIVE","",""
"2959","IEC-62353","ALTERNATIVE","",""
"2960","IEC-62353","ALTERNATIVE","",""
"2961","IEC-62353","ALTERNATIVE","",""
"2962","IEC-62353","ALTERNATIVE","",""
"2963","IEC-62353","ALTERNATIVE","",""
"2964","IEC-62353","ALTERNATIVE","",""
"2965","IEC-62353","ALTERNATIVE","",""
"2966","IEC-62353","ALTERNATIVE","",""
"2967","IEC-62353","ALTERNATIVE","",""
"2968","IEC-62353","ALTERNATIVE","",""
"2969","IEC-62353","ALTERNATIVE","",""
"2970","IEC-62353","ALTERNATIVE","",""
"2971","IEC-62353","ALTERNATIVE","",""
"2972","IEC-62353","ALTERNATIVE","",""
"2973","IEC-62353","ALTERNATIVE","",""
"2974","IEC-62353","ALTERNATIVE","",""
"2975","IEC-62353","ALTERNATIVE","",""
"2976","IEC-62353","ALTERNATIVE","",""
"2977","IEC-62353","ALTERNATIVE","",""
"2978","IEC-62353","ALTERNATIVE","",""
"2979","IEC-62353","ALTERNATIVE","",""
"2980","IEC-62353","ALTERNATIVE","",""
"2981","IEC-62353","ALTERNATIVE","",""
"2982","IEC-62353","ALTERNATIVE","",""
"2983","IEC-62353","ALTERNATIVE","",""
"2984","IEC-62353","ALTERNATIVE","",""
"2985","IEC-62353","ALTERNATIVE","",""
"2986","IEC-62353","ALTERNATIVE","",""
"2987","IEC-62353","ALTERNATIVE","",""
"2988","IEC-62353","ALTERNATIVE","",""
"2989","IEC-62353","ALTERNATIVE","",""
"2990","IEC-62353","ALTERNATIVE","",""
"2991","IEC-62353","ALTERNATIVE","",""
"2992","IEC-62353","ALTERNATIVE","",""
"2993","IEC-62353","ALTERNATIVE","",""
"2994","IEC-62353","ALTERNATIVE","",""
"2995","IEC-62353","ALTERNATIVE","",""
"2996","IEC-62353","ALTERNATIVE","",""
"2997","IEC-62353","ALTERNATIVE","",""
"2998","IEC-62353","ALTERNATIVE","",""
"2999","IEC-62353","ALTERNATIVE","",""
"3000","IEC-62353","ALTERNATIVE","",""
"3001","IEC-62353","ALTERNATIVE","",""
"3002","IEC-62353","ALTERNATIVE","",""
"3003","IEC-62353","ALTERNATIVE","",""
"3004","IEC-62353","ALTERNATIVE","",""
"3005","IEC-62353","ALTERNATIVE","",""
"3006","IEC-62353","ALTERNATIVE","",""
"3007","IEC-62353","ALTERNATIVE","",""
"3008","IEC-62353","ALTERNATIVE","",""
"3009","IEC-62353","ALTERNATIVE","",""
"3010","IEC-62353","ALTERNATIVE","",""
"3011","IEC-62353","ALTERNATIVE","",""
"3012","IEC-62353","ALTERNATIVE","",""
"3013","IEC-62353","ALTERNATIVE","",""
"3014","IEC-62353","ALTERNATIVE","",""
"3015","IEC-62353","ALTERNATIVE","",""
"3016","IEC-62353","ALTERNATIVE","",""
"3017","IEC-62353","ALTERNATIVE","",""
"3018","IEC-62353","ALTERNATIVE","",""
"3019","IEC-62353","ALTERNATIVE","",""
"3020","IEC-62353","ALTERNATIVE","",""
"3021","IEC-62353","ALTERNATIVE","",""
"3022","IEC-62353","ALTERNATIVE","",""
"3023","IEC-62353","ALTERNATIVE","",""
"3024","IEC-62353","ALTERNATIVE","",""
"3025","IEC-62353","ALTERNATIVE","",""
"3026","IEC-62353","ALTERNATIVE","",""
"3027","IEC-62353","ALTERNATIVE","",""
"3028","IEC-62353","ALTERNATIVE","",""
"3029","IEC-62353","ALTERNATIVE","",""
"3030","IEC62353","ALTERNATIVE","",""
"3031","IEC-62353","ALTERNATIVE","",""
"3032","IEC62353","ALTERNATIVE","",""
"3033","IEC62353","ALTERNATIVE","",""
"3034","IEC-62353","ALTERNATIVE","",""
"3035","IEC-62353","ALTERNATIVE","",""
"3036","IEC62353","ALTERNATIVE","",""
"3037","IEC-62353","ALTERNATIVE","",""
"3038","IEC62353","ALTERNATIVE","",""
"3039","IEC-62353","ALTERNATIVE","",""
"3040","IEC-62353","ALTERNATIVE","",""
"3041","IEC-62353","ALTERNATIVE","",""
"3042","IEC-62353","ALTERNATIVE","",""
"3043","IEC-62353","ALTERNATIVE","",""
"3044","IEC-62353","ALTERNATIVE","",""
"3045","IEC-62353","ALTERNATIVE","",""
"3046","IEC-62353","ALTERNATIVE","",""
"3047","IEC-62353","ALTERNATIVE","",""
"3048","IEC62353","ALTERNATIVE","",""
"3049","IEC62353","ALTERNATIVE","",""
"3050","IEC62353","ALTERNATIVE","",""
"3051","IEC62353","ALTERNATIVE","",""
"3052","IEC62353","ALTERNATIVE","",""
"3053","IEC62353","ALTERNATIVE","",""
"3054","IEC62353","ALTERNATIVE","",""
"3055","IEC62353","ALTERNATIVE","",""
"3056","IEC62353","ALTERNATIVE","",""
"3057","IEC-62353","ALTERNATIVE","",""
"3058","IEC62353","ALTERNATIVE","",""
"3059","IEC-62353","ALTERNATIVE","",""
"3060","IEC62353","ALTERNATIVE","",""
"3061","IEC-62353","ALTERNATIVE","",""
"3062","IEC-62353","ALTERNATIVE","",""
"3063","IEC62353","ALTERNATIVE","",""
"3064","IEC-62353","ALTERNATIVE","",""
"3065","IEC62353","ALTERNATIVE","",""
"3066","IEC62353","ALTERNATIVE","",""
"3067","IEC-62353","ALTERNATIVE","",""
"3068","IEC62353","ALTERNATIVE","",""
"3069","IEC-62353","ALTERNATIVE","",""
"3070","IEC-62353","ALTERNATIVE","",""
"3071","IEC-62353","ALTERNATIVE","",""
"3072","IEC-62353","ALTERNATIVE","",""
"3073","IEC62353","ALTERNATIVE","",""
"3074","IEC-62353","ALTERNATIVE","",""
"3075","IEC-62353","ALTERNATIVE","",""
"3076","IEC62353","ALTERNATIVE","",""
"3077","IEC-62353","ALTERNATIVE","",""
"3078","IEC-62353","ALTERNATIVE","",""
"3079","IEC-62353","ALTERNATIVE","",""
"3080","IEC-62353","ALTERNATIVE","",""
"3081","IEC-62353","ALTERNATIVE","",""
"3082","IEC62353","ALTERNATIVE","",""
"3083","IEC-62353","ALTERNATIVE","",""
"3084","IE-C62353","ALTERNATIVE","",""
"3085","IEC62353","ALTERNATIVE","",""
"3086","IEC-62353","ALTERNATIVE","",""
"3087","IEC-62353","ALTERNATIVE","",""
"3088","IEC-62353","ALTERNATIVE","",""
"3089","IEC-62353","ALTERNATIVE","",""
"3090","IEC-62353","ALTERNATIVE","",""
"3091","IEC-62353","ALTERNATIVE","",""
"3092","IEC-62353","ALTERNATIVE","",""
"3093","IEC-62353","ALTERNATIVE","",""
"3094","IEC-62353","ALTERNATIVE","",""
"3095","IEC-62353","ALTERNATIVE","",""
"3096","IEC-62353","ALTERNATIVE","",""
"3097","IEC-62353","ALTERNATIVE","",""
"3098","IEC-62353","ALTERNATIVE","",""
"3099","IEC-62353","ALTERNATIVE","",""
"3100","IEC-62353","ALTERNATIVE","",""
"3101","IEC-62353","ALTERNATIVE","",""
"3102","IEC-62353","ALTERNATIVE","",""
"3103","IEC-62353","ALTERNATIVE","",""
"3104","IEC-62353","ALTERNATIVE","",""
"3105","IEC-62353","ALTERNATIVE","",""
"3106","IEC-62353","ALTERNATIVE","",""
"3107","IEC-62353","ALTERNATIVE","",""
"3108","IEC-62353","ALTERNATIVE","",""
"3109","IEC-62353","ALTERNATIVE","",""
"3110","IEC-62353","ALTERNATIVE","",""
"3111","IEC-62353","ALTERNATIVE","",""
"3112","IEC-62353","ALTERNATIVE","",""
"3113","IEC-62353","ALTERNATIVE","",""
"3114","IEC-62353","ALTERNATIVE","",""
"3115","IEC-62353","ALTERNATIVE","",""
"3116","IEC-62353","ALTERNATIVE","",""
"3117","IEC-62353","ALTERNATIVE","",""
"3118","IEC-62353","ALTERNATIVE","",""
"3119","IEC-62353","ALTERNATIVE","",""
"3120","IEC-62353","ALTERNATIVE","",""
"3121","IEC-62353","ALTERNATIVE","",""
"3122","IEC-62353","ALTERNATIVE","",""
"3123","IEC-62353","ALTERNATIVE","",""
"3124","IEC-62353","ALTERNATIVE","",""
"3125","IEC-62353","ALTERNATIVE","",""
"3126","IEC-62353","ALTERNATIVE","",""
"3127","IEC-62353","ALTERNATIVE","",""
"3128","IEC-62353","ALTERNATIVE","",""
"3129","IEC-62353","ALTERNATIVE","",""
"3130","IEC-62353","ALTERNATIVE","",""
"3131","IEC-62353","ALTERNATIVE","",""
"3132","IEC-62353","ALTERNATIVE","",""
"3133","IEC-62353","ALTERNATIVE","",""
"3134","IEC-62353","ALTERNATIVE","",""
"3135","IEC-62353","ALTERNATIVE","",""
"3136","IEC-62353","ALTERNATIVE","",""
"3137","IEC-62353","ALTERNATIVE","",""
"3138","IEC-62353","ALTERNATIVE","",""
"3139","IEC-62353","ALTERNATIVE","",""
"3140","IEC-62353","ALTERNATIVE","",""
"3141","IEC-62353","ALTERNATIVE","",""
"3142","IEC-62353","ALTERNATIVE","",""
"3143","IEC-62353","ALTERNATIVE","",""
"3144","IEC-62353","ALTERNATIVE","",""
"3145","IEC-62353","ALTERNATIVE","",""
"3146","IEC-62353","ALTERNATIVE","",""
"3147","IEC-62353","ALTERNATIVE","",""
"3148","IEC-62353","ALTERNATIVE","",""
"3149","IEC62353","ALTERNATIVE","",""
"3150","IEC-62353","ALTERNATIVE","",""
"3151","IEC-62353","ALTERNATIVE","",""
"3152","IEC-62353","ALTERNATIVE","",""
"3153","IEC-62353","ALTERNATIVE","",""
"3154","IEC-62353","ALTERNATIVE","",""
"3155","IEC-62353","ALTERNATIVE","",""
"3156","IEC-62353","ALTERNATIVE","",""
"3157","IEC-62353","ALTERNATIVE","",""
"3158","IEC-62353","ALTERNATIVE","",""
"3159","IEC-62353","ALTERNATIVE","",""
"3160","IEC62353","ALTERNATIVE","",""
"3161","IEC-62353","ALTERNATIVE","",""
"3162","IEC-62353","ALTERNATIVE","",""
"3163","IEC-62353","ALTERNATIVE","",""
"3164","IEC-62353","ALTERNATIVE","",""
"3165","IEC-62353","ALTERNATIVE","",""
"3166","IEC-62353","ALTERNATIVE","",""
"3167","IEC-62353","ALTERNATIVE","",""
"3168","IEC-62353","ALTERNATIVE","",""
"3169","IEC-62353","ALTERNATIVE","",""
"3170","IEC-62353","ALTERNATIVE","",""
"3171","IEC-62353","ALTERNATIVE","",""
"3172","IEC-62353","ALTERNATIVE","",""
"3173","IEC-62353","ALTERNATIVE","",""
"3174","IEC-62353","ALTERNATIVE","",""
"3175","IEC-62353","ALTERNATIVE","",""
"3176","IEC-62353","ALTERNATIVE","",""
"3177","IEC-62353","ALTERNATIVE","",""
"3178","IEC-62353","ALTERNATIVE","",""
"3179","IEC-62353","ALTERNATIVE","",""
"3180","IEC-62353","ALTERNATIVE","",""
"3181","IEC-62353","ALTERNATIVE","",""
"3182","IEC-62353","ALTERNATIVE","",""
"3183","IEC-62353","ALTERNATIVE","",""
"3184","IEC-62353","ALTERNATIVE","",""
"3185","IEC-62353","ALTERNATIVE","",""
"3186","IEC-62353","ALTERNATIVE","",""
"3187","IEC-62353","ALTERNATIVE","",""
"3188","IEC-62353","ALTERNATIVE","",""
"3189","IEC-62353","ALTERNATIVE","",""
"3190","IEC-62353","ALTERNATIVE","",""
"3191","IEC-62353","ALTERNATIVE","",""
"3192","IEC-62353","ALTERNATIVE","",""
"3193","IEC-62353","ALTERNATIVE","",""
"3194","IEC-62353","ALTERNATIVE","",""
"3195","IEC-62353","ALTERNATIVE","",""
"3196","IEC-62353","ALTERNATIVE","",""
"3197","IEC-62353","ALTERNATIVE","",""
"3198","IEC-62353","ALTERNATIVE","",""
"3199","IEC-62353","ALTERNATIVE","",""
"3200","IEC-62353","ALTERNATIVE","",""
"3201","IEC-62353","ALTERNATIVE","",""
"3202","IEC-62353","ALTERNATIVE","",""
"3203","IEC-62353","ALTERNATIVE","",""
"3204","IEC-62353","ALTERNATIVE","",""
"3205","IEC-62353","ALTERNATIVE","",""
"3206","IEC-62353","ALTERNATIVE","",""
"3207","IEC-62353","ALTERNATIVE","",""
"3208","IEC-62353","ALTERNATIVE","",""
"3209","IEC-62353","ALTERNATIVE","",""
"3210","IEC-62353","ALTERNATIVE","",""
"3211","IEC-62353","ALTERNATIVE","",""
"3212","IEC-62353","ALTERNATIVE","",""
"3213","IEC-62353","ALTERNATIVE","",""
"3214","IEC-62353","ALTERNATIVE","",""
"3215","IEC-62353","ALTERNATIVE","",""
"3216","IEC-62353","ALTERNATIVE","",""
"3217","IEC-62353","ALTERNATIVE","",""
"3218","IEC-62353","ALTERNATIVE","",""
"3219","IEC-62353","ALTERNATIVE","",""
"3220","IEC-62353","ALTERNATIVE","",""
"3221","IEC-62353","ALTERNATIVE","",""
"3222","IEC-62353","ALTERNATIVE","",""
"3223","IEC-62353","ALTERNATIVE","",""
"3224","IEC-62353","ALTERNATIVE","",""
"3225","IEC-62353","ALTERNATIVE","",""
"3226","IEC-62353","ALTERNATIVE","",""
"3227","IEC-62353","ALTERNATIVE","",""
"3228","IEC-62353","ALTERNATIVE","",""
"3229","IEC-62353","ALTERNATIVE","",""
"3230","IEC-62353","ALTERNATIVE","",""
"3231","IEC-62353","ALTERNATIVE","",""
"3232","IEC-62353","ALTERNATIVE","",""
"3233","IEC-62353","ALTERNATIVE","",""
"3234","IEC-62353","ALTERNATIVE","",""
"3235","IEC-62353","ALTERNATIVE","",""
"3236","IEC-62353","ALTERNATIVE","",""
"3237","IEC-62353","ALTERNATIVE","",""
"3238","IEC-62353","ALTERNATIVE","",""
"3239","IEC-62353","ALTERNATIVE","",""
"3240","IEC-62353","ALTERNATIVE","",""
"3241","IEC-62353","ALTERNATIVE","",""
"3242","IEC-62353","ALTERNATIVE","",""
"3243","IEC-62353","ALTERNATIVE","",""
"3244","IEC-62353","ALTERNATIVE","",""
"3245","IEC-62353","ALTERNATIVE","",""
"3246","IEC-62353","ALTERNATIVE","",""
"3247","IEC-62353","ALTERNATIVE","",""
"3248","IEC-62353","ALTERNATIVE","",""
"3249","IEC-62353","ALTERNATIVE","",""
"3250","IEC-62353","ALTERNATIVE","",""
"3251","IEC-62353","ALTERNATIVE","",""
"3252","IEC-62353","ALTERNATIVE","",""
"3253","IEC-62353","ALTERNATIVE","",""
"3254","IEC-62353","ALTERNATIVE","",""
"3255","IEC-62353","ALTERNATIVE","",""
"3256","IEC-62353","ALTERNATIVE","",""
"3257","IEC-62353","ALTERNATIVE","",""
"3258","IEC-62353","ALTERNATIVE","",""
"3259","IEC-62353","ALTERNATIVE","",""
"3260","IEC-62353","ALTERNATIVE","",""
"3261","IEC-62353","ALTERNATIVE","",""
"3262","IEC-62353","ALTERNATIVE","",""
"3263","IEC-62353","ALTERNATIVE","",""
"3264","IEC-62353","ALTERNATIVE","",""
"3265","IEC-62353","ALTERNATIVE","",""
"3266","IEC-62353","ALTERNATIVE","",""
"3267","IEC-62353","ALTERNATIVE","",""
"3268","IEC-62353","ALTERNATIVE","",""
"3269","IEC-62353","ALTERNATIVE","",""
"3270","IEC-62353","ALTERNATIVE","",""
"3271","IEC-62353","ALTERNATIVE","",""
"3272","IEC-62353","ALTERNATIVE","",""
"3273","IEC-62353","ALTERNATIVE","",""
"3274","IEC-62353","ALTERNATIVE","",""
"3275","IEC-62353","ALTERNATIVE","",""
"3276","IEC-62353","ALTERNATIVE","",""
"3277","IEC-62353","ALTERNATIVE","",""
"3278","IEC-62353","ALTERNATIVE","",""
"3279","IEC-62353","ALTERNATIVE","",""
"3280","IEC-62353","ALTERNATIVE","",""
"3281","IEC-62353","ALTERNATIVE","",""
"3282","IEC-62353","ALTERNATIVE","",""
"3283","IEC-62353","ALTERNATIVE","",""
"3284","IEC-62353","ALTERNATIVE","",""
"3285","IEC-62353","ALTERNATIVE","",""
"3286","IEC-62353","ALTERNATIVE","",""
"3287","IEC-62353","ALTERNATIVE","",""
"3288","IEC-62353","ALTERNATIVE","",""
"3289","IEC-62353","ALTERNATIVE","",""
"3290","IEC-62353","ALTERNATIVE","",""
"3291","IEC-62353","ALTERNATIVE","",""
"3292","IEC-62353","ALTERNATIVE","",""
"3293","IEC-62353","ALTERNATIVE","",""
"3294","IEC-62353","ALTERNATIVE","",""
"3295","IEC-62353","ALTERNATIVE","",""
"3296","IEC-62353","ALTERNATIVE","",""
"3297","IEC-62353","ALTERNATIVE","",""
"3298","IEC-62353","ALTERNATIVE","",""
"3299","IEC-62353","ALTERNATIVE","",""
"3300","IEC-62353","ALTERNATIVE","",""
"3301","IEC-62353","ALTERNATIVE","",""
"3302","IEC-62353","ALTERNATIVE","",""
"3303","IEC-62353","ALTERNATIVE","",""
"3304","IEC-62353","ALTERNATIVE","",""
"3305","IEC-62353","ALTERNATIVE","",""
"3306","IEC-62353","ALTERNATIVE","",""
"3307","IEC-62353","ALTERNATIVE","",""
"3308","IEC-62353","ALTERNATIVE","",""
"3309","IEC-62353","ALTERNATIVE","",""
"3310","IEC-62353","ALTERNATIVE","",""
"3311","IEC-62353","ALTERNATIVE","",""
"3312","IEC-62353","ALTERNATIVE","",""
"3313","IEC-62353","ALTERNATIVE","",""
"3314","IEC-62353","ALTERNATIVE","",""
"3315","IEC-62353","ALTERNATIVE","",""
"3316","IEC-62353","ALTERNATIVE","",""
"3317","IEC-62353","ALTERNATIVE","",""
"3318","IEC-62353","ALTERNATIVE","",""
"3319","IEC-62353","ALTERNATIVE","",""
"3320","IEC-62353","ALTERNATIVE","",""
"3321","IEC-62353","ALTERNATIVE","",""
"3322","IEC-62353","ALTERNATIVE","",""
"3323","IEC-62353","ALTERNATIVE","",""
"3324","IEC-62353","ALTERNATIVE","",""
"3325","IEC-62353","ALTERNATIVE","",""
"3326","IEC-62353","ALTERNATIVE","",""
"3327","IEC-62353","ALTERNATIVE","",""
"3328","IEC-62353","ALTERNATIVE","",""
"3329","IEC-62353","ALTERNATIVE","",""
"3330","IEC-62353","ALTERNATIVE","",""
"3331","IEC-62353","ALTERNATIVE","",""
"3332","IEC-62353","ALTERNATIVE","",""
"3333","IEC-62353","ALTERNATIVE","",""
"3334","IEC-62353","ALTERNATIVE","",""
"3335","IEC-62353","ALTERNATIVE","",""
"3336","IEC-62353","ALTERNATIVE","",""
"3337","IEC-62353","ALTERNATIVE","",""
"3338","IEC-62353","ALTERNATIVE","",""
"3339","IEC-62353","ALTERNATIVE","",""
"3340","IEC-62353","ALTERNATIVE","",""
"3341","IEC-62353","ALTERNATIVE","",""
"3342","IEC-62353","ALTERNATIVE","",""
"3343","IEC-62353","ALTERNATIVE","",""
"3344","IEC-62353","ALTERNATIVE","",""
"3345","IEC-62353","ALTERNATIVE","",""
"3346","IEC-62353","ALTERNATIVE","",""
"3347","IEC-62353","ALTERNATIVE","",""
"3348","IEC-62353","ALTERNATIVE","",""
"3349","IEC-62353","ALTERNATIVE","",""
"3350","IEC-62353","ALTERNATIVE","",""
"3351","IEC-62353","ALTERNATIVE","",""
"3352","IEC-62353","ALTERNATIVE","",""
"3353","IEC-62353","ALTERNATIVE","",""
"3354","IEC-62353","ALTERNATIVE","",""
"3355","IEC-62353","ALTERNATIVE","",""
"3356","IEC-62353","ALTERNATIVE","",""
